Timestamp;Lat;Lon;SpeedOverGound;Heading
1577844272;36.90056;-75.88689;9.6000004;314
1577845932;36.93935;-75.9438;10.1000004;285
1577846962;36.95157;-75.99678;9.5;280
1577847041;36.95225;-76.00119;10.1000004;276
1577846141;36.94218;-75.95489;8.8000002;285
1577845552;36.93121;-75.92531;8.1000004;299
1577847112;36.95271;-76.00546;10.6999998;276
1577844671;36.91222;-75.90136;8.3000002;315
1577846581;36.94765;-75.97655;8.6999998;282
1577845040;36.92096;-75.91187;6.1999998;312
1577847550;36.95478;-76.03385;11.6000004;275
1577847741;36.95701;-76.04628;11.6000004;287
1577846071;36.94128;-75.95136;9.3000002;285
1577847950;36.96054;-76.05981;11.8000002;289
1577848022;36.96182;-76.06438;11.6999998;289
1577848101;36.96322;-76.06954;11.8000002;289
1577848242;36.96571;-76.07864;11.8000002;288
1577846890;36.95089;-75.993;9.1999998;280
1577848320;36.96706;-76.08371;11.8999996;287
1577848390;36.96823;-76.08829;11.8999996;288
1577848452;36.96934;-76.09245;11.8999996;288
1577847480;36.95453;-76.02919;11.5;274
1577847602;36.95496;-76.0373;11.6999998;286
1577846401;36.94535;-75.96743;9.5;285
1577847671;36.95593;-76.04183;11.6000004;287
1577846690;36.94887;-75.98216;9.5;282
1577849341;36.98469;-76.15128;12.1000004;288
1577847882;36.95933;-76.05537;11.6999998;289
1577849461;36.98688;-76.15925;12.1000004;290
1577847281;36.95367;-76.01618;11.1999998;276
1577849542;36.98845;-76.16458;12;290
1577848172;36.96448;-76.07411;11.8000002;289
1577849631;36.99008;-76.17043;11.8999996;288
1577848711;36.97427;-76.10959;12;287
1577847412;36.95428;-76.02468;11.3999996;274
1577850052;36.99736;-76.19797;12;287
1577850131;36.99861;-76.20314;11.6999998;286
1577849771;36.99249;-76.1796;11.8999996;287
1577848942;36.97807;-76.12461;12;286
1577848632;36.97268;-76.10426;12.1000004;289
1577849272;36.98351;-76.14674;12.1000004;287
1577848791;36.97569;-76.1147;12;286
1577848871;36.97699;-76.12;11.8999996;286
1577850951;37.01002;-76.25607;11;256
1577847812;36.95812;-76.05093;11.6000004;289
1577850492;37.00458;-76.22668;11.8000002;288
1577850612;37.00668;-76.23441;11.6999998;288
1577851272;37.00602;-76.27635;11.6000004;254
1577851152;37.00762;-76.26864;11.3000002;253
1577848521;36.97055;-76.09697;12;289
1577851492;37.00226;-76.29029;11.6000004;245
1577851690;36.9972;-76.30219;11.8999996;226
1577851961;36.98697;-76.3149;10.6000004;223
1577851342;37.00507;-76.28085;11.6000004;250
1577850202;36.99971;-76.20779;11.8000002;286
1577851411;37.0039;-76.28537;11.6000004;245
1577851560;37.00077;-76.29455;11.6999998;241
1577849022;36.97936;-76.12998;12;286
1577851892;36.98952;-76.31195;11.1000004;223
1577850712;37.0084;-76.24077;11.5;285
1577852282;36.97658;-76.32742;8.6000004;223
1577850871;37.01033;-76.25099;11.1999998;265
1577852631;36.96773;-76.33661;6.0999999;220
1577849872;36.99414;-76.18624;11.8999996;288
1577852771;36.96474;-76.33963;5.6999998;220
1577851762;36.99454;-76.30585;11.8999996;223
1577853791;36.9604;-76.35979;3.5999999;2
1577851622;36.99921;-76.29822;11.8999996;238
1577853722;36.95922;-76.35931;4.0999999;351
1577854182;36.96292;-76.35981;0.6;12
1577851831;36.99185;-76.30918;11.6999998;223
1577836611;36.83785;-75.46524;12.1999998;261
1577854322;36.96261;-76.35963;0.5;359
1577852031;36.98456;-76.31783;10.1999998;223
1577851200;37.00699;-76.27171;11.3999996;253
1577852451;36.97198;-76.3323;7.0999999;220
1577854251;36.96274;-76.35972;0.6;5
1577854521;36.96217;-76.35943;0.4;351
1577852522;36.97025;-76.33405;6.5999999;220
1577852881;36.96253;-76.34181;5.5;220
1577852701;36.96623;-76.33814;5.9000001;219
1577854761;36.96178;-76.35943;0.3;351
1577854941;36.96162;-76.35953;0.1;356
1577852951;36.96116;-76.34317;5.4000001;220
1577855274;36.96175;-76.35946;0.1;350
1577853232;36.95649;-76.34876;4.4000001;263
1577853352;36.95601;-76.35167;4.1999998;282
1577853602;36.95739;-76.35754;4.3000002;326
1577853442;36.95621;-76.35384;4.3000002;292
1577853532;36.9567;-76.35599;4.3000002;308
1577853962;36.96275;-76.3597;1.7;12
1577855633;36.96194;-76.35939;0.1;341
1577852211;36.97878;-76.32493;9.3000002;223
1577854591;36.96204;-76.3594;0.4;350
1577856352;36.96219;-76.3594;0;338
1577853021;36.95979;-76.34449;5.3000002;222
1577853092;36.95842;-76.34576;5.0999999;232
1577857433;36.96229;-76.35909;0.1;330
1577857792;36.96233;-76.35901;0.1;332
1577855092;36.96164;-76.35951;0.1;354
1577855991;36.96212;-76.35941;0.1;337
1577854062;36.96315;-76.35975;0.2;16
1577856171;36.96216;-76.35943;0.1;338
1577857971;36.96233;-76.35891;0.1;333
1577855813;36.96204;-76.35937;0.1;336
1577854870;36.96165;-76.35951;0.2;355
1577856713;36.96216;-76.35925;0.1;334
1577855454;36.96184;-76.35943;0.1;345
1577858154;36.96227;-76.35882;0.1;333
1577856892;36.96215;-76.35922;0;334
1577857254;36.96224;-76.35914;0.1;333
1577860135;36.96302;-76.3572;0.2;296
1577857072;36.96218;-76.3592;0.1;334
1577861213;36.96395;-76.35694;0.2;264
1577860852;36.9636;-76.35697;0.2;275
1577858334;36.96227;-76.35866;0.2;332
1577857612;36.96236;-76.35904;0.1;331
1577861574;36.96435;-76.357;0.2;250
1577858512;36.96222;-76.35849;0.2;331
1577861753;36.9645;-76.35709;0.2;243
1577858692;36.96222;-76.35835;0.2;332
1577837292;36.83205;-75.51329;12.1999998;265
1577861933;36.96462;-76.35719;0.2;237
1577859052;36.96237;-76.35805;0.1;329
1577859413;36.9625;-76.35776;0.2;319
1577860315;36.96316;-76.35712;0.2;291
1577858871;36.96225;-76.3582;0.2;331
1577862654;36.96469;-76.35717;0;236
1577863014;36.96465;-76.35714;0.1;239
1577859592;36.96261;-76.35759;0.2;313
1577859774;36.96275;-76.35744;0.3;307
1577861034;36.96377;-76.35695;0.2;269
1577859952;36.96287;-76.35731;0.3;301
1577863373;36.96467;-76.35714;0.1;235
1577860494;36.96329;-76.35705;0.2;286
1577863731;36.96462;-76.3571;0;239
1577860672;36.96345;-76.35701;0.2;280
1577863914;36.96466;-76.3571;0;240
1577862114;36.9647;-76.35725;0.1;233
1577863551;36.96462;-76.35715;0.1;237
1577862295;36.96473;-76.35726;0;231
1577865175;36.96465;-76.35712;0;239
1577865351;36.96469;-76.35714;0;239
1577861394;36.96415;-76.35697;0.2;257
1577862834;36.96465;-76.35712;0;239
1577862473;36.96469;-76.35724;0.1;233
1577866793;36.9647;-76.35716;0;237
1577864091;36.96469;-76.35713;0;239
1577863195;36.96468;-76.35715;0.1;237
1577866252;36.96465;-76.35712;0;241
1577867691;36.96475;-76.35716;0;236
1577867154;36.96463;-76.35712;0;240
1577865714;36.96464;-76.35711;0;238
1577868774;36.96455;-76.35698;0;241
1577867875;36.96471;-76.35713;0;235
1577865894;36.96463;-76.35711;0;240
1577864275;36.96469;-76.35716;0;237
1577864632;36.96466;-76.35714;0;237
1577864813;36.96465;-76.35715;0;237
1577869312;36.96457;-76.35699;0;241
1577868594;36.96456;-76.35701;0;242
1577866434;36.96465;-76.35715;0.1;240
1577865535;36.96464;-76.35714;0;239
1577866075;36.96463;-76.35711;0;240
1577869673;36.96458;-76.35697;0;242
1577867513;36.96472;-76.35715;0.1;239
1577869852;36.96461;-76.35699;0;240
1577870032;36.96464;-76.35699;0.1;240
1577870934;36.96453;-76.35697;0;241
1577866613;36.96468;-76.35716;0.1;239
1577866972;36.96465;-76.35715;0;238
1577871833;36.9645;-76.35698;0;242
1577872014;36.96451;-76.35696;0;242
1577867332;36.96462;-76.35712;0.1;241
1577872193;36.96453;-76.35698;0;241
1577868055;36.96467;-76.3571;0.1;235
1577868413;36.96457;-76.357;0;241
1577868951;36.96455;-76.35702;0;242
1577872553;36.96452;-76.35698;0;241
1577869133;36.96457;-76.35699;0;242
1577870391;36.96463;-76.35696;0.1;240
1577870754;36.96456;-76.35698;0.1;240
1577873994;36.96463;-76.35709;0;236
1577870572;36.96459;-76.35699;0;240
1577874534;36.96455;-76.35702;0.1;240
1577871114;36.96455;-76.35697;0.1;242
1577871475;36.96459;-76.35703;0.1;238
1577871653;36.96453;-76.35701;0.1;239
1577874893;36.96457;-76.35703;0;239
1577875071;36.96457;-76.35704;0;239
1577871294;36.96461;-76.357;0.1;239
1577875613;36.96479;-76.35711;0.1;236
1577872374;36.96452;-76.35695;0;241
1577876153;36.96485;-76.35728;0;227
1577876514;36.96478;-76.35726;0.1;228
1577876694;36.96474;-76.35724;0.1;230
1577873094;36.96453;-76.35695;0;242
1577872735;36.96451;-76.35697;0.1;241
1577876873;36.96469;-76.35718;0.1;232
1577877233;36.96465;-76.35709;0.1;236
1577873632;36.96468;-76.35707;0;236
1577874173;36.96462;-76.35709;0.1;236
1577878312;36.96437;-76.35697;0.1;243
1577878134;36.96447;-76.35699;0.1;241
1577878494;36.96433;-76.35693;0.1;245
1577874354;36.96458;-76.35706;0.1;238
1577878671;36.96429;-76.35692;0.1;247
1577878853;36.96422;-76.35689;0.1;249
1577874715;36.96461;-76.357;0.1;239
1577873812;36.96466;-76.35709;0.1;236
1577875792;36.96485;-76.35717;0.1;231
1577875252;36.96462;-76.35702;0;239
1577875972;36.96487;-76.35723;0;228
1577880654;36.96384;-76.35685;0;261
1577877052;36.96466;-76.35713;0.1;235
1577881372;36.96386;-76.3568;0;265
1577876335;36.96485;-76.3573;0.1;227
1577881191;36.96385;-76.3568;0;265
1577877771;36.96451;-76.35706;0.1;238
1577877952;36.96451;-76.35702;0.1;239
1577840172;36.82012;-75.69583;9.6000004;263
1577877411;36.9646;-76.35707;0;237
1577882813;36.96375;-76.35683;0.1;268
1577882273;36.96386;-76.35682;0.1;262
1577883354;36.96372;-76.35683;0.1;267
1577879754;36.964;-76.35685;0;255
1577883174;36.96372;-76.35684;0.1;266
1577884072;36.96356;-76.35689;0.1;269
1577879395;36.96409;-76.35688;0;253
1577880475;36.96389;-76.35683;0;260
1577879031;36.96419;-76.35691;0.1;250
1577884971;36.96304;-76.35703;0.2;292
1577880115;36.96398;-76.3568;0.1;257
1577884612;36.96328;-76.35689;0.2;279
1577884792;36.96314;-76.35693;0.2;286
1577885333;36.96284;-76.3572;0.2;301
1577880294;36.96393;-76.35683;0.1;258
1577880834;36.9638;-76.35683;0;264
1577885871;36.9626;-76.35739;0.2;309
1577885512;36.96278;-76.35726;0.2;304
1577840751;36.81838;-75.72864;10.5;272
1577881554;36.96386;-76.35683;0;265
1577886592;36.96237;-76.35787;0.1;325
1577886232;36.96244;-76.35762;0.1;316
1577881912;36.96386;-76.35686;0.1;261
1577881014;36.96383;-76.3568;0;265
1577886413;36.96239;-76.35774;0.1;321
1577840882;36.81877;-75.7364;9.8999996;281
1577881734;36.96386;-76.35684;0;263
1577887312;36.9622;-76.35833;0.1;339
1577883535;36.9637;-76.3568;0.1;270
1577887853;36.96214;-76.35862;0.1;348
1577882634;36.96375;-76.3568;0.1;267
1577889113;36.96226;-76.3591;0.1;352
1577888933;36.96229;-76.35905;0;352
1577884433;36.9634;-76.3569;0.2;275
1577889653;36.96226;-76.35932;0.1;358
1577889473;36.96226;-76.35923;0.1;356
1577883895;36.9636;-76.35685;0.1;269
1577890193;36.96223;-76.3595;0;0
1577890552;36.96215;-76.35971;0.1;2
1577890734;36.96214;-76.35988;0.1;4
1577885692;36.9627;-76.35732;0.2;306
1577891454;36.96225;-76.36074;0.2;15
1577841361;36.82876;-75.75938;9.1999998;303
1577891274;36.96219;-76.36051;0.2;12
1577891811;36.96241;-76.36118;0.2;22
1577886052;36.96252;-76.35751;0.2;313
1577887673;36.96213;-76.35855;0.1;346
1577841501;36.83213;-75.76568;9.8999996;303
1577841612;36.83498;-75.77106;9.6999998;303
1577893251;36.96294;-76.36188;0;37
1577886775;36.96234;-76.35801;0.1;329
1577886953;36.96233;-76.35809;0.1;332
1577893795;36.96305;-76.36185;0;38
1577894333;36.9631;-76.36194;0.4;40
1577894513;36.96309;-76.36195;0;41
1577841722;36.83762;-75.77596;9;303
1577894692;36.96313;-76.36196;0;42
1577889295;36.96224;-76.35917;0.1;354
1577888033;36.96218;-76.35873;0.1;350
1577888394;36.96222;-76.35888;0.1;351
1577895592;36.96303;-76.36194;0;40
1577888753;36.9623;-76.359;0;351
1577841922;36.84212;-75.78425;8.3999996;303
1577896851;36.96286;-76.36182;0.1;34
1577889835;36.96225;-76.3594;0;359
1577890015;36.96222;-76.35947;0;0
1577897214;36.96272;-76.36168;0.1;29
1577890374;36.96218;-76.35956;0.1;0
1577896674;36.96287;-76.36181;0.1;34
1577897754;36.96276;-76.36167;0.1;30
1577898113;36.96283;-76.36165;0.1;30
1577897395;36.96269;-76.36168;0;29
1577892531;36.96274;-76.36155;0;27
1577898294;36.96277;-76.36163;0.1;28
1577897575;36.96271;-76.36169;0.1;29
1577891994;36.96252;-76.36136;0.1;27
1577891094;36.96215;-76.36028;0.2;8
1577892171;36.96261;-76.36146;0.1;29
1577891633;36.96232;-76.36096;0.2;18
1577899195;36.96258;-76.36155;0.1;25
1577892355;36.96269;-76.36153;0.1;30
1577893974;36.96307;-76.3619;0;40
1577893431;36.96299;-76.36189;0;38
1577899912;36.96254;-76.36137;0.1;20
1577900095;36.96252;-76.36133;0.1;17
1577899554;36.96252;-76.36151;0.1;22
1577892894;36.96281;-76.36175;0.1;32
1577900272;36.96254;-76.36137;0;19
1577899735;36.96258;-76.36144;0.1;20
1577900452;36.96258;-76.36133;0.1;18
1577901354;36.96252;-76.36092;0.1;9
1577895773;36.96303;-76.36193;0.1;39
1577901711;36.96251;-76.36076;0.2;4
1577896134;36.96299;-76.36185;0.1;37
1577896494;36.96286;-76.36182;0.1;34
1577902792;36.9626;-76.35991;0.2;354
1577895054;36.96313;-76.36199;0.1;41
1577896314;36.96292;-76.36182;0.2;35
1577902973;36.9626;-76.35968;0.2;349
1577895231;36.96312;-76.36187;0.1;39
1577903513;36.96257;-76.35896;0.1;342
1577903692;36.9626;-76.35875;0.2;338
1577904415;36.96286;-76.35781;0.2;317
1577904592;36.96294;-76.35764;0.1;311
1577898475;36.96272;-76.36171;0.1;29
1577904954;36.96317;-76.35749;0.1;304
1577897034;36.96278;-76.36176;0.1;32
1577899372;36.96256;-76.36159;0.1;26
1577899012;36.96269;-76.3616;0.1;26
1577905494;36.96364;-76.35711;0.2;284
1577905852;36.96402;-76.35703;0.2;269
1577843741;36.884;-75.86535;10.1999998;308
1577843820;36.88634;-75.86881;9.5;312
1577906934;36.96429;-76.35706;0;257
1577901533;36.96249;-76.36089;0.1;8
1577908013;36.96464;-76.35714;0.1;252
1577898831;36.96276;-76.36162;0.1;28
1577907652;36.96447;-76.35708;0.1;255
1577908374;36.96479;-76.35719;0.1;244
1577908552;36.96481;-76.35723;0.1;243
1577901894;36.96255;-76.36062;0.1;2
1577908194;36.96475;-76.35715;0.1;247
1577908913;36.96489;-76.35723;0;241
1577900632;36.96259;-76.36129;0.1;17
1577902433;36.96261;-76.36042;0.2;3
1577900814;36.96261;-76.36123;0.1;15
1577902612;36.96262;-76.36017;0.2;358
1577901172;36.96259;-76.36103;0.1;13
1577903333;36.96256;-76.35916;0.3;345
1577910175;36.96503;-76.35733;0.1;233
1577900994;36.96258;-76.36106;0.1;12
1577904773;36.96304;-76.35753;0.1;306
1577911433;36.96507;-76.35738;0.1;232
1577910714;36.96513;-76.35737;0.1;234
1577911611;36.965;-76.35735;0.1;234
1577910893;36.96515;-76.35739;0;231
1577902074;36.96257;-76.36058;0;0
1577902252;36.96258;-76.36052;0.1;2
1577912154;36.96502;-76.35729;0;236
1577904232;36.96279;-76.358;0.2;322
1577912871;36.96513;-76.35738;0.1;232
1577906033;36.96419;-76.35703;0.2;263
1577903154;36.96258;-76.35943;0.2;347
1577913231;36.96509;-76.35739;0.1;232
1577844862;36.91709;-75.90715;6.9000001;314
1577906212;36.96433;-76.35704;0.2;258
1577905313;36.96348;-76.35731;0.2;293
1577903874;36.96266;-76.3585;0.3;335
1577913412;36.96507;-76.35734;0.1;234
1577906572;36.96435;-76.35709;0.1;254
1577914132;36.96478;-76.35717;0;244
1577907112;36.96428;-76.35707;0;259
1577913954;36.96477;-76.35718;0;242
1577907294;36.96434;-76.35704;0.1;259
1577905132;36.96331;-76.35742;0.1;300
1577914314;36.96481;-76.35716;0.1;244
1577915033;36.96491;-76.35719;0.1;244
1577915214;36.96491;-76.35722;0;242
1577915753;36.96494;-76.35725;0.1;239
1577915934;36.96493;-76.35721;0.1;240
1577909093;36.96486;-76.35723;0.1;240
1577906394;36.96437;-76.35708;0;254
1577909452;36.96484;-76.35715;0.1;245
1577906753;36.96431;-76.35706;0.1;255
1577916472;36.96494;-76.35723;0;243
1577909811;36.96504;-76.35728;0.2;239
1577916831;36.96496;-76.35722;0;242
1577909994;36.96508;-76.35735;0.1;234
1577917014;36.96493;-76.35718;0.1;242
1577908733;36.96488;-76.35718;0;242
1577907472;36.9644;-76.35705;0.1;256
1577917374;36.96504;-76.35727;0;240
1577910351;36.96499;-76.35731;0;237
1577911074;36.96516;-76.35739;0;231
1577917914;36.96508;-76.35729;0;238
1577909632;36.96491;-76.3572;0.1;244
1577918455;36.96506;-76.3573;0;239
1577918631;36.96506;-76.35733;0.1;238
1577918813;36.96509;-76.35741;0;237
1577910531;36.96507;-76.35728;0.1;237
1577909272;36.96482;-76.35719;0.1;242
1577845382;36.92757;-75.92006;6.0999999;308
1577845461;36.92912;-75.92229;6.8000002;308
1577919572;36.96317;-76.35976;5.6999998;220
1577918994;36.96521;-76.35735;0.2;235
1577845641;36.93315;-75.92908;9.1999998;300
1577912512;36.96504;-76.35728;0;236
1577845792;36.93647;-75.93646;10;295
1577911252;36.96511;-76.3574;0.1;231
1577912335;36.96503;-76.35727;0;236
1577914495;36.96478;-76.35716;0;245
1577914674;36.9648;-76.35716;0;245
1577915573;36.96495;-76.35724;0;240
1577912692;36.96507;-76.35732;0.1;236
1577916294;36.96494;-76.3572;0;242
1577916113;36.96491;-76.3572;0;241
1577914853;36.96485;-76.35717;0;245
1577917732;36.96502;-76.35729;0;240
1577918091;36.9651;-76.35729;0.1;237
1577916653;36.96497;-76.35722;0;242
1577847180;36.95312;-76.00971;11;276
1577919171;36.9653;-76.35716;0.2;238
1577849092;36.98047;-76.13465;12.1000004;287
1577849172;36.98181;-76.13999;12.1000004;287
1577850311;37.00147;-76.21491;11.8000002;288
1577851071;37.00869;-76.26356;11.1999998;253
1577852102;36.98223;-76.32075;9.8999996;222
1577852351;36.97464;-76.32962;7.8000002;221
1577854801;36.96172;-76.35946;0.3;353
1577856532;36.96217;-76.35933;0.1;336
1577859234;36.96239;-76.35791;0.3;324
1577864993;36.96464;-76.35715;0;239
1577869493;36.96461;-76.35697;0;240
1577870211;36.96461;-76.35702;0;239
1577872913;36.96451;-76.35698;0;242
1577873273;36.96456;-76.35696;0;242
1577873454;36.96463;-76.35701;0.1;240
1577875432;36.96468;-76.35704;0.1;239
1577877593;36.96456;-76.35706;0.1;237
1577879212;36.96412;-76.35689;0.1;251
1577879573;36.96404;-76.35685;0;254
1577879933;36.96399;-76.35685;0;256
1577882451;36.96382;-76.35678;0.1;264
1577882994;36.96376;-76.35679;0.1;267
1577883713;36.96363;-76.35682;0.1;270
1577884254;36.9635;-76.35689;0.1;271
1577885153;36.96294;-76.35712;0.2;296
1577887131;36.96227;-76.35819;0.1;336
1577887494;36.96214;-76.35844;0.1;343
1577888211;36.96219;-76.35882;0.1;351
1577888572;36.96228;-76.35895;0.1;351
1577890913;36.96212;-76.36006;0.2;6
1577892711;36.96278;-76.36164;0.1;29
1577893074;36.96288;-76.36184;0.1;35
1577893611;36.96301;-76.36186;0.1;38
1577894153;36.96306;-76.36189;0.1;40
1577894871;36.96318;-76.36191;0;41
1577895412;36.96309;-76.36191;0;40
1577895953;36.96301;-76.36187;0.1;38
1577897934;36.96282;-76.36172;0;31
1577898654;36.96274;-76.36173;0.1;31
1577905673;36.96384;-76.35705;0.2;274
1577907835;36.96457;-76.35707;0.1;253
1577913593;36.96499;-76.35727;0.1;237
1577913773;36.96484;-76.35725;0.2;239
1577915393;36.96497;-76.35722;0;240
1577917191;36.96501;-76.35726;0;241
1577918273;36.96505;-76.35729;0;238
