27.3
27.3
27.5
27.5
28.3
28.1
28
28.2
27.8
28.1
28
28.4
28.4
28
27.7
28.2
27.9
27.8
27.8
28.3
27.7
27.5
27.1
27.2
27.4
27.1
27.1
27.3
27.6
27.7
26.7
26.4
26.2
25.8
25.6
25.3
25
25
25
25.7
25.7
25.7
25.4
25.2
25
24.7
24.4
24.1
23.8
23.8
23.7
23.5
23.5
23.4
23.5
23.4
23.3
23.2
23
23
23
22.9
23.1
23.1
22.9
22.9
22.9
22.8
22.7
22.5
22.2
22.2
22
21.8
21.8
21.9
20.5
19.4
19.5
19.6
19.9
20.1
19.9
19.8
19.5
19.4
19.3
19.2
19.2
19.3
19.4
19.2
19.2
18.8
18.4
17.7
17.3
17.2
17.2
17.3
17.2
17.2
16.9
16.5
16.5
16.4
16.4
16.3
16.3
16.3
16.1
16
16
16
16.2
16.1
16.2
16.1
16.2
16.3
16.1
16
16
15.8
15.7
15.6
15.4
15.4
15.3
15.3
15.2
15.2
15.3
15.3
15.4
15.1
15.2
15.4
15.5
15.5
15.8
16.1
16.4
16.4
