Ev,Ho,Nap,Ora,Perc,Ws,Wd
2022,12,15,20,14,2.5,
2022,12,15,20,15,2.5,70
2022,12,15,20,16,2.7,90
2022,12,15,20,17,1.8,61
2022,12,15,20,18,2.4,75
2022,12,15,20,19,1.6,78
2022,12,15,20,20,2.5,61
2022,12,15,20,21,2.7,69
2022,12,15,20,22,2.1,64
2022,12,15,20,23,1.9,72
2022,12,15,20,24,1.4,60
2022,12,15,20,25,1.4,74
2022,12,15,20,26,2.3,65
2022,12,15,20,27,1.4,90
2022,12,15,20,28,2.6,75
2022,12,15,20,29,2.1,85
2022,12,15,20,30,2.3,67
2022,12,15,20,31,3.5,72
2022,12,15,20,32,2.8,88
2022,12,15,20,33,3.7,93
2022,12,15,20,34,1.9,81
2022,12,15,20,35,2.1,72
2022,12,15,20,36,2.9,89
2022,12,15,20,37,2.9,87
2022,12,15,20,38,2.1,88
2022,12,15,20,39,2.5,94
2022,12,15,20,40,2.8,75
2022,12,15,20,41,2.1,84
2022,12,15,20,42,3.1,86
2022,12,15,20,43,2,71
2022,12,15,20,44,2.3,76
2022,12,15,20,45,2.2,93
2022,12,15,20,46,2.9,70
2022,12,15,20,47,2.7,73
2022,12,15,20,48,1.8,99
2022,12,15,20,49,1.4,69
2022,12,15,20,50,2.7,91
2022,12,15,20,51,2.6,87
2022,12,15,20,52,2.9,64
2022,12,15,20,53,2.5,74
2022,12,15,20,54,1.2,85
2022,12,15,20,55,0.9,95
2022,12,15,20,56,2.4,67
2022,12,15,20,57,2.3,95
2022,12,15,20,58,1.5,64
2022,12,15,20,59,2.2,71
2022,12,15,21,0,2.4,78
2022,12,15,21,1,1.9,93
2022,12,15,21,2,2,65
2022,12,15,21,3,2.2,81
2022,12,15,21,4,2.2,93
2022,12,15,21,5,1.9,96
2022,12,15,21,6,1.6,91
2022,12,15,21,7,2.7,90
2022,12,15,21,8,2.2,94
2022,12,15,21,9,1.2,113
2022,12,15,21,10,1.6,83
2022,12,15,21,11,0.9,78
2022,12,15,21,12,1.6,68
2022,12,15,21,13,1.1,99
2022,12,15,21,14,1.2,91
2022,12,15,21,15,1.6,83
2022,12,15,21,16,1.8,80
2022,12,15,21,17,1.5,94
2022,12,15,21,18,1.6,77
2022,12,15,21,19,1.3,77
2022,12,15,21,20,0.7,93
2022,12,15,21,21,1.2,54
2022,12,15,21,22,0.6,121
2022,12,15,21,23,1.4,103
2022,12,15,21,24,1.7,104
2022,12,15,21,25,1.3,81
2022,12,15,21,26,0.7,90
2022,12,15,21,27,0.7,103
2022,12,15,21,28,1.5,82
2022,12,15,21,29,1.6,82
2022,12,15,21,30,1.7,54
2022,12,15,21,31,2.4,84
2022,12,15,21,32,1.5,96
2022,12,15,21,33,1.2,79
2022,12,15,21,34,0.5,71
2022,12,15,21,35,0.3,24
2022,12,15,21,36,0.7,102
2022,12,15,21,37,2,111
2022,12,15,21,38,1.1,110
2022,12,15,21,39,2.1,50
2022,12,15,21,40,0.3,64
2022,12,15,21,41,0.8,113
2022,12,15,21,42,0.7,77
2022,12,15,21,43,0.8,33
2022,12,15,21,44,1.8,91
2022,12,15,21,45,2.5,61
2022,12,15,21,46,2.9,53
2022,12,15,21,47,1.3,70
2022,12,15,21,48,1.6,76
2022,12,15,21,49,2.1,89
2022,12,15,21,50,2.2,86
2022,12,15,21,51,1.4,72
2022,12,15,21,52,1,56
2022,12,15,21,53,2.1,58
2022,12,15,21,54,2.1,94
2022,12,15,21,55,1,68
2022,12,15,21,56,1.1,95
2022,12,15,21,57,1.2,71
2022,12,15,21,58,1.8,53
2022,12,15,21,59,2.6,73
2022,12,15,22,0,2.8,78
2022,12,15,22,1,1.6,85
2022,12,15,22,2,1.9,85
2022,12,15,22,3,2.1,44
2022,12,15,22,4,2.2,60
2022,12,15,22,5,1.3,81
2022,12,15,22,6,1.2,77
2022,12,15,22,7,1,67
2022,12,15,22,8,1.9,74
2022,12,15,22,9,2.3,71
2022,12,15,22,10,2.6,65
2022,12,15,22,11,1.5,74
2022,12,15,22,12,1.3,80
2022,12,15,22,13,2.2,53
2022,12,15,22,14,2.6,39
2022,12,15,22,15,1.9,69
2022,12,15,22,16,1.2,73
2022,12,15,22,17,1.4,76
2022,12,15,22,18,2.4,80
2022,12,15,22,19,2.3,69
2022,12,15,22,20,3.7,65
2022,12,15,22,21,3,68
2022,12,15,22,22,1.8,73
2022,12,15,22,23,1.9,71
2022,12,15,22,24,1.9,68
2022,12,15,22,25,1.9,61
2022,12,15,22,26,1.6,67
2022,12,15,22,27,2.8,57
2022,12,15,22,28,1.8,65
2022,12,15,22,29,2.7,47
2022,12,15,22,30,2.8,60
2022,12,15,22,31,2.5,76
2022,12,15,22,32,1.8,73
2022,12,15,22,33,2.3,60
2022,12,15,22,34,1.4,54
2022,12,15,22,35,3,59
2022,12,15,22,36,2.5,68
2022,12,15,22,37,2,96
2022,12,15,22,38,2.2,98
2022,12,15,22,39,0.7,61
2022,12,15,22,40,0.6,69
2022,12,15,22,41,0.7,54
2022,12,15,22,42,1.6,69
2022,12,15,22,43,1.7,14
2022,12,15,22,44,3.7,35
2022,12,15,22,45,2.4,119
2022,12,15,22,46,1.4,108
2022,12,15,22,47,1.6,60
2022,12,15,22,48,1.5,90
2022,12,15,22,49,2.1,71
2022,12,15,22,50,2.8,84
2022,12,15,22,51,2.8,94
2022,12,15,22,52,2.5,59
2022,12,15,22,53,1.7,89
2022,12,15,22,54,2.3,88
2022,12,15,22,55,3.5,72
2022,12,15,22,56,4.4,81
2022,12,15,22,57,3.3,74
2022,12,15,22,58,3.2,78
2022,12,15,22,59,3,74
2022,12,15,23,0,3.4,71
2022,12,15,23,1,3.6,55
2022,12,15,23,2,3.5,69
2022,12,15,23,3,3.4,68
2022,12,15,23,4,3,65
2022,12,15,23,5,4,50
2022,12,15,23,6,3.4,39
2022,12,15,23,7,2.8,75
2022,12,15,23,8,2.8,55
2022,12,15,23,9,1.5,104
2022,12,15,23,10,0.5,122
2022,12,15,23,11,0.9,82
2022,12,15,23,12,2.4,60
2022,12,15,23,13,2.7,58
2022,12,15,23,14,2,71
2022,12,15,23,15,2.3,60
2022,12,15,23,16,3.3,37
2022,12,15,23,17,3.1,67
2022,12,15,23,18,3.2,56
2022,12,15,23,19,4.3,59
2022,12,15,23,20,2.9,65
2022,12,15,23,21,4,62
2022,12,15,23,22,4.3,54
2022,12,15,23,23,3,63
2022,12,15,23,24,3,60
2022,12,15,23,25,3.4,66
2022,12,15,23,26,2.2,49
2022,12,15,23,27,2.1,64
2022,12,15,23,28,3.5,57
2022,12,15,23,29,1.5,76
2022,12,15,23,30,1.5,94
2022,12,15,23,31,1.8,105
2022,12,15,23,32,1.8,96
2022,12,15,23,33,1.5,95
2022,12,15,23,34,1.2,91
2022,12,15,23,35,2.3,77
2022,12,15,23,36,2.5,72
2022,12,15,23,37,3.8,79
2022,12,15,23,38,3.2,79
2022,12,15,23,39,2.4,76
2022,12,15,23,40,2.8,91
2022,12,15,23,41,3.4,91
2022,12,15,23,42,2.6,96
2022,12,15,23,43,2.4,85
2022,12,15,23,44,2.6,66
2022,12,15,23,45,2.7,64
2022,12,15,23,46,3.3,64
2022,12,15,23,47,3.8,67
2022,12,15,23,48,2.6,64
2022,12,15,23,49,2.9,82
2022,12,15,23,50,3.6,91
2022,12,15,23,51,3.2,87
2022,12,15,23,52,2.2,
2022,12,15,23,53,3,
2022,12,15,23,54,3.1,
2022,12,15,23,55,2.6,59
2022,12,15,23,56,3.7,70
2022,12,15,23,57,2.7,64
2022,12,15,23,58,3.3,62
2022,12,15,23,59,2.1,58
2022,12,16,0,0,2.4,66
2022,12,16,0,1,2.3,43
2022,12,16,0,2,2.9,66
2022,12,16,0,3,2.7,55
2022,12,16,0,4,5.1,59
2022,12,16,0,5,3.2,54
2022,12,16,0,6,2.8,61
2022,12,16,0,7,2.1,67
2022,12,16,0,8,3.1,57
2022,12,16,0,9,2,54
2022,12,16,0,10,2,35
2022,12,16,0,11,1.5,61
2022,12,16,0,12,2.3,49
2022,12,16,0,13,1.8,73
2022,12,16,0,14,3.8,59
2022,12,16,0,15,3.6,53
2022,12,16,0,16,2.8,59
2022,12,16,0,17,2.9,79
2022,12,16,0,18,1.7,75
2022,12,16,0,19,2.2,60
2022,12,16,0,20,2.4,60
2022,12,16,0,21,2.5,64
2022,12,16,0,22,1.9,90
2022,12,16,0,23,1.2,77
2022,12,16,0,24,0.5,67
2022,12,16,0,25,2.3,88
2022,12,16,0,26,2.9,91
2022,12,16,0,27,1.3,77
2022,12,16,0,28,0.8,51
2022,12,16,0,29,1.6,57
2022,12,16,0,30,2.2,51
2022,12,16,0,31,3.1,39
2022,12,16,0,32,2.5,57
2022,12,16,0,33,2.2,71
2022,12,16,0,34,1.6,69
2022,12,16,0,35,2.5,53
2022,12,16,0,36,2.5,55
2022,12,16,0,37,2,40
2022,12,16,0,38,1.9,82
2022,12,16,0,39,1.3,103
2022,12,16,0,40,1.8,45
2022,12,16,0,41,1.8,31
2022,12,16,0,42,1.1,67
2022,12,16,0,43,0.1,242
2022,12,16,0,44,0.8,195
2022,12,16,0,45,1.1,122
2022,12,16,0,46,1.2,132
2022,12,16,0,47,1.1,135
2022,12,16,0,48,1.6,104
2022,12,16,0,49,1.6,112
2022,12,16,0,50,1.1,113
2022,12,16,0,51,1.1,78
2022,12,16,0,52,1.3,97
2022,12,16,0,53,0.8,67
2022,12,16,0,54,1.3,58
2022,12,16,0,55,2.2,63
2022,12,16,0,56,1.9,64
2022,12,16,0,57,1.6,67
2022,12,16,0,58,2.9,70
2022,12,16,0,59,2.6,77
2022,12,16,1,0,2.4,75
2022,12,16,1,1,3,73
2022,12,16,1,2,2.8,70
2022,12,16,1,3,2.8,75
2022,12,16,1,4,3.5,86
2022,12,16,1,5,2.9,85
2022,12,16,1,6,2.3,82
2022,12,16,1,7,3.1,99
2022,12,16,1,8,2.5,91
2022,12,16,1,9,4.5,89
2022,12,16,1,10,4.3,72
2022,12,16,1,11,2.8,79
2022,12,16,1,12,2.9,65
2022,12,16,1,13,2,83
2022,12,16,1,14,2.6,75
2022,12,16,1,15,2.5,70
2022,12,16,1,16,2.4,71
2022,12,16,1,17,3.7,59
2022,12,16,1,18,2.5,84
2022,12,16,1,19,1.9,80
2022,12,16,1,20,3.2,81
2022,12,16,1,21,2.9,75
2022,12,16,1,22,1.6,81
2022,12,16,1,23,2.5,96
2022,12,16,1,24,1.7,68
2022,12,16,1,25,2.8,94
2022,12,16,1,26,3.1,79
2022,12,16,1,27,3.8,72
2022,12,16,1,28,2,75
2022,12,16,1,29,3.1,71
2022,12,16,1,30,4.1,64
2022,12,16,1,31,3.8,75
2022,12,16,1,32,2.9,61
2022,12,16,1,33,1.6,81
2022,12,16,1,34,1.9,84
2022,12,16,1,35,2.2,73
2022,12,16,1,36,2.6,74
2022,12,16,1,37,2.6,61
2022,12,16,1,38,3.5,84
2022,12,16,1,39,2.3,75
2022,12,16,1,40,3.7,66
2022,12,16,1,41,3.2,63
2022,12,16,1,42,2.1,65
2022,12,16,1,43,2.3,68
2022,12,16,1,44,2.4,63
2022,12,16,1,45,1.4,73
2022,12,16,1,46,3.6,56
2022,12,16,1,47,4,80
2022,12,16,1,48,4.5,59
2022,12,16,1,49,3.3,61
2022,12,16,1,50,2.2,74
2022,12,16,1,51,3,52
2022,12,16,1,52,2.8,80
2022,12,16,1,53,2.3,72
2022,12,16,1,54,4.3,83
2022,12,16,1,55,3,78
2022,12,16,1,56,3.9,80
2022,12,16,1,57,4.2,69
2022,12,16,1,58,4.2,76
2022,12,16,1,59,3.3,69
2022,12,16,2,0,2.4,88
2022,12,16,2,1,3.2,74
2022,12,16,2,2,3.7,89
2022,12,16,2,3,2.7,89
2022,12,16,2,4,3.5,83
2022,12,16,2,5,2.8,87
2022,12,16,2,6,2,79
2022,12,16,2,7,2.6,70
2022,12,16,2,8,2.2,91
2022,12,16,2,9,3.2,88
2022,12,16,2,10,4.7,75
2022,12,16,2,11,3.8,62
2022,12,16,2,12,2.1,67
2022,12,16,2,13,4,76
2022,12,16,2,14,3.7,83
2022,12,16,2,15,1.8,79
2022,12,16,2,16,3.3,95
2022,12,16,2,17,3.2,87
2022,12,16,2,18,3.4,93
2022,12,16,2,19,2.7,105
2022,12,16,2,20,2.4,79
2022,12,16,2,21,3.6,97
2022,12,16,2,22,4.4,93
2022,12,16,2,23,2.8,91
2022,12,16,2,24,3,84
2022,12,16,2,25,3,88
2022,12,16,2,26,4.6,98
2022,12,16,2,27,2.2,80
2022,12,16,2,28,2.6,111
2022,12,16,2,29,2.1,104
2022,12,16,2,30,2.3,95
2022,12,16,2,31,2.4,99
2022,12,16,2,32,3.1,82
2022,12,16,2,33,3.5,100
2022,12,16,2,34,4,85
2022,12,16,2,35,3.8,79
2022,12,16,2,36,2.4,93
2022,12,16,2,37,2.2,56
2022,12,16,2,38,3.3,89
2022,12,16,2,39,2.9,79
2022,12,16,2,40,2.8,99
2022,12,16,2,41,1.2,68
2022,12,16,2,42,1.7,108
2022,12,16,2,43,2.7,106
2022,12,16,2,44,1.7,81
2022,12,16,2,45,2.2,107
2022,12,16,2,46,1.7,131
2022,12,16,2,47,2.8,113
2022,12,16,2,48,2.8,57
2022,12,16,2,49,4,62
2022,12,16,2,50,3.1,73
2022,12,16,2,51,2,98
2022,12,16,2,52,3.1,110
2022,12,16,2,53,2.6,104
2022,12,16,2,54,2.4,105
2022,12,16,2,55,3.4,86
2022,12,16,2,56,3.6,88
2022,12,16,2,57,5.6,91
2022,12,16,2,58,5.7,91
2022,12,16,2,59,4.4,100
2022,12,16,3,0,3.2,112
2022,12,16,3,1,3.7,94
2022,12,16,3,2,3.7,79
2022,12,16,3,3,3.4,103
2022,12,16,3,4,2.3,111
2022,12,16,3,5,2.8,78
2022,12,16,3,6,2.8,81
2022,12,16,3,7,4.4,55
2022,12,16,3,8,2.6,83
2022,12,16,3,9,1.9,95
2022,12,16,3,10,2.8,88
2022,12,16,3,11,3,81
2022,12,16,3,12,2.7,81
2022,12,16,3,13,2.4,85
2022,12,16,3,14,3.8,77
2022,12,16,3,15,3.1,75
2022,12,16,3,16,3.2,84
2022,12,16,3,17,4,60
2022,12,16,3,18,3,74
2022,12,16,3,19,1.7,101
2022,12,16,3,20,3.4,101
2022,12,16,3,21,3.3,82
2022,12,16,3,22,3.3,63
2022,12,16,3,23,1.9,47
2022,12,16,3,24,1.5,83
2022,12,16,3,25,2,88
2022,12,16,3,26,2.2,92
2022,12,16,3,27,2.2,69
2022,12,16,3,28,1.6,77
2022,12,16,3,29,1.7,47
2022,12,16,3,30,2.4,55
2022,12,16,3,31,1.4,71
2022,12,16,3,32,2.7,106
2022,12,16,3,33,3.1,50
2022,12,16,3,34,2.1,74
2022,12,16,3,35,2.2,67
2022,12,16,3,36,2,110
2022,12,16,3,37,1.9,134
2022,12,16,3,38,1.6,139
2022,12,16,3,39,2.5,109
2022,12,16,3,40,2.7,116
2022,12,16,3,41,1.2,127
2022,12,16,3,42,0.8,119
2022,12,16,3,43,0.8,194
2022,12,16,3,44,1.1,177
2022,12,16,3,45,1.1,178
2022,12,16,3,46,1.1,127
2022,12,16,3,47,1,125
2022,12,16,3,48,0.5,152
2022,12,16,3,49,0.5,243
2022,12,16,3,50,0.1,
2022,12,16,3,51,0.4,145
2022,12,16,3,52,0.7,111
2022,12,16,3,53,1,143
2022,12,16,3,54,1.8,105
2022,12,16,3,55,1.1,108
2022,12,16,3,56,0.7,132
2022,12,16,3,57,1.3,116
2022,12,16,3,58,1,84
2022,12,16,3,59,0.4,88
2022,12,16,4,0,1.6,92
2022,12,16,4,1,1.6,114
2022,12,16,4,2,1.3,137
2022,12,16,4,3,2.1,106
2022,12,16,4,4,2.8,136
2022,12,16,4,5,2.5,120
2022,12,16,4,6,2.8,114
2022,12,16,4,7,2.8,100
2022,12,16,4,8,2.7,103
2022,12,16,4,9,3.1,107
2022,12,16,4,10,2.7,96
2022,12,16,4,11,2.1,110
2022,12,16,4,12,1.7,85
2022,12,16,4,13,2.4,100
2022,12,16,4,14,2,101
2022,12,16,4,15,2,91
2022,12,16,4,16,1.2,84
2022,12,16,4,17,2.2,
2022,12,16,4,18,2.3,86
2022,12,16,4,19,1.9,84
2022,12,16,4,20,2.1,107
2022,12,16,4,21,1.2,117
2022,12,16,4,22,1.1,166
2022,12,16,4,23,1.9,87
2022,12,16,4,24,2.6,89
2022,12,16,4,25,2.2,78
2022,12,16,4,26,2.4,89
2022,12,16,4,27,1.6,74
2022,12,16,4,28,1.1,58
2022,12,16,4,29,0.7,102
2022,12,16,4,30,1.6,
2022,12,16,4,31,1.4,66
2022,12,16,4,32,1.1,77
2022,12,16,4,33,1.1,63
2022,12,16,4,34,1.5,85
2022,12,16,4,35,2.1,85
2022,12,16,4,36,1.7,65
2022,12,16,4,37,2.2,106
2022,12,16,4,38,1.1,116
2022,12,16,4,39,1.1,91
2022,12,16,4,40,1.7,85
2022,12,16,4,41,2.6,55
2022,12,16,4,42,2.6,59
2022,12,16,4,43,0.7,84
2022,12,16,4,44,0.9,60
2022,12,16,4,45,2.1,93
2022,12,16,4,46,1.9,102
2022,12,16,4,47,2.2,129
2022,12,16,4,48,1.6,120
2022,12,16,4,49,1.8,137
2022,12,16,4,50,2.2,39
2022,12,16,4,51,3.2,51
2022,12,16,4,52,1.3,83
2022,12,16,4,53,1.6,130
2022,12,16,4,54,1.2,84
2022,12,16,4,55,0.7,85
2022,12,16,4,56,0.3,79
2022,12,16,4,57,0.9,233
2022,12,16,4,58,1.3,89
2022,12,16,4,59,2.3,52
2022,12,16,5,0,2.6,46
2022,12,16,5,1,1.8,75
2022,12,16,5,2,1.5,159
2022,12,16,5,3,0.6,119
2022,12,16,5,4,0.9,26
2022,12,16,5,5,1.4,109
2022,12,16,5,6,1.1,111
2022,12,16,5,7,1.6,88
2022,12,16,5,8,2.2,58
2022,12,16,5,9,2.4,51
2022,12,16,5,10,2.7,53
2022,12,16,5,11,3.2,42
2022,12,16,5,12,2.9,28
2022,12,16,5,13,1.8,68
2022,12,16,5,14,0.5,191
2022,12,16,5,15,1,198
2022,12,16,5,16,1.8,134
2022,12,16,5,17,1.7,85
2022,12,16,5,18,1.4,88
2022,12,16,5,19,1.1,130
2022,12,16,5,20,0,141
2022,12,16,5,21,0.8,48
2022,12,16,5,22,1.4,69
2022,12,16,5,23,1.8,59
2022,12,16,5,24,1.8,70
2022,12,16,5,25,0.6,79
2022,12,16,5,26,0.4,2
2022,12,16,5,27,0.1,38
2022,12,16,5,28,0.4,350
2022,12,16,5,29,1.4,357
2022,12,16,5,30,2,42
2022,12,16,5,31,1.5,76
2022,12,16,5,32,1.4,54
2022,12,16,5,33,1.1,124
2022,12,16,5,34,1,114
2022,12,16,5,35,1.1,74
2022,12,16,5,36,0.9,117
2022,12,16,5,37,0.5,137
2022,12,16,5,38,0.1,40
2022,12,16,5,39,0.7,21
2022,12,16,5,40,0.2,29
2022,12,16,5,41,0.1,54
2022,12,16,5,42,0.2,22
2022,12,16,5,43,1.2,45
2022,12,16,5,44,1.5,42
2022,12,16,5,45,1.2,95
2022,12,16,5,46,1.5,93
2022,12,16,5,47,1.1,104
2022,12,16,5,48,1,103
2022,12,16,5,49,1.2,73
2022,12,16,5,50,1.3,78
2022,12,16,5,51,0.7,65
2022,12,16,5,52,1.2,67
2022,12,16,5,53,0.4,97
2022,12,16,5,54,0.4,21
2022,12,16,5,55,1.6,29
2022,12,16,5,56,1.4,32
2022,12,16,5,57,1.1,21
2022,12,16,5,58,0.3,17
2022,12,16,5,59,0.5,166
2022,12,16,6,0,0.8,70
2022,12,16,6,1,0.1,51
2022,12,16,6,2,1.3,29
2022,12,16,6,3,1.8,23
2022,12,16,6,4,1.3,45
2022,12,16,6,5,0.8,84
2022,12,16,6,6,0.3,50
2022,12,16,6,7,0.5,12
2022,12,16,6,8,0.7,12
2022,12,16,6,9,1.2,39
2022,12,16,6,10,1.5,44
2022,12,16,6,11,1.7,55
2022,12,16,6,12,1.5,69
2022,12,16,6,13,1.6,69
2022,12,16,6,14,0.9,108
2022,12,16,6,15,0.9,105
2022,12,16,6,16,0.8,145
2022,12,16,6,17,0.3,129
2022,12,16,6,18,0.6,232
2022,12,16,6,19,0.6,272
2022,12,16,6,20,1.1,5
2022,12,16,6,21,2.6,20
2022,12,16,6,22,1.9,37
2022,12,16,6,23,1.3,49
2022,12,16,6,24,1.4,359
2022,12,16,6,25,0.6,359
2022,12,16,6,26,1.1,39
2022,12,16,6,27,1.6,351
2022,12,16,6,28,2.6,321
2022,12,16,6,29,3.2,
2022,12,16,6,30,1.3,297
2022,12,16,6,31,1,217
2022,12,16,6,32,0.6,257
2022,12,16,6,33,0.9,262
2022,12,16,6,34,1,322
2022,12,16,6,35,2.5,348
2022,12,16,6,36,1.9,356
2022,12,16,6,37,0.5,156
2022,12,16,6,38,0.5,177
2022,12,16,6,39,1.5,244
2022,12,16,6,40,1.8,275
2022,12,16,6,41,2.2,316
2022,12,16,6,42,2.8,323
2022,12,16,6,43,1.9,328
2022,12,16,6,44,0.5,8
2022,12,16,6,45,0.7,137
2022,12,16,6,46,1,137
2022,12,16,6,47,1.1,97
2022,12,16,6,48,0.5,86
2022,12,16,6,49,0,354
2022,12,16,6,50,0.6,215
2022,12,16,6,51,1,217
2022,12,16,6,52,0.5,261
2022,12,16,6,53,0.3,329
2022,12,16,6,54,0.9,316
2022,12,16,6,55,1.7,316
2022,12,16,6,56,1.8,324
2022,12,16,6,57,1.7,309
2022,12,16,6,58,1.7,325
2022,12,16,6,59,0.8,241
2022,12,16,7,0,1.2,182
2022,12,16,7,1,1.3,209
2022,12,16,7,2,0.8,235
2022,12,16,7,3,0.7,273
2022,12,16,7,4,0.6,233
2022,12,16,7,5,0.6,326
2022,12,16,7,6,0.7,322
2022,12,16,7,7,0.7,326
2022,12,16,7,8,0.4,264
2022,12,16,7,9,1.1,236
2022,12,16,7,10,1,226
2022,12,16,7,11,0.1,113
2022,12,16,7,12,0,
2022,12,16,7,13,0.3,177
2022,12,16,7,14,0.2,180
2022,12,16,7,15,0.2,230
2022,12,16,7,16,0.4,291
2022,12,16,7,17,0.6,323
2022,12,16,7,18,0.7,323
2022,12,16,7,19,0.8,207
2022,12,16,7,20,0.8,153
2022,12,16,7,21,0.9,77
2022,12,16,7,22,0.9,21
2022,12,16,7,23,1.1,360
2022,12,16,7,24,0.6,354
2022,12,16,7,25,0.4,240
2022,12,16,7,26,0.1,176
2022,12,16,7,27,0.4,191
2022,12,16,7,28,0.6,216
2022,12,16,7,29,0,51
2022,12,16,7,30,0.3,329
2022,12,16,7,31,0.9,343
2022,12,16,7,32,0.7,350
2022,12,16,7,33,1.2,320
2022,12,16,7,34,1.5,313
2022,12,16,7,35,1.3,316
2022,12,16,7,36,1.4,315
2022,12,16,7,37,1.3,312
2022,12,16,7,38,1.2,299
2022,12,16,7,39,0.8,301
2022,12,16,7,40,0.3,305
2022,12,16,7,41,0.1,223
2022,12,16,7,42,0.5,
2022,12,16,7,43,1.2,191
2022,12,16,7,44,1.5,190
2022,12,16,7,45,1.2,196
2022,12,16,7,46,0.5,195
2022,12,16,7,47,1.5,176
2022,12,16,7,48,1.8,174
2022,12,16,7,49,2.1,186
2022,12,16,7,50,1.5,197
2022,12,16,7,51,1.5,229
2022,12,16,7,52,1.1,216
2022,12,16,7,53,1.3,225
2022,12,16,7,54,0.8,212
2022,12,16,7,55,1,208
2022,12,16,7,56,0.7,
2022,12,16,7,57,1.1,210
2022,12,16,7,58,1.7,206
2022,12,16,7,59,1.7,214
2022,12,16,8,0,1.1,214
2022,12,16,8,1,0.7,195
2022,12,16,8,2,0.9,199
2022,12,16,8,3,0.3,200
2022,12,16,8,4,0.3,158
2022,12,16,8,5,0.2,145
2022,12,16,8,6,0.4,211
2022,12,16,8,7,0.6,189
2022,12,16,8,8,0.6,184
2022,12,16,8,9,0.7,196
2022,12,16,8,10,1,191
2022,12,16,8,11,1.7,199
2022,12,16,8,12,1.3,210
2022,12,16,8,13,0.5,148
2022,12,16,8,14,0.6,232
2022,12,16,8,15,0.9,170
2022,12,16,8,16,0.3,241
2022,12,16,8,17,0.7,225
2022,12,16,8,18,0.7,174
2022,12,16,8,19,0.1,202
2022,12,16,8,20,0,184
2022,12,16,8,21,1.1,190
2022,12,16,8,22,1.3,182
2022,12,16,8,23,1.4,202
2022,12,16,8,24,1.3,204
2022,12,16,8,25,1.4,199
2022,12,16,8,26,1.4,190
2022,12,16,8,27,1.4,181
2022,12,16,8,28,0.8,189
2022,12,16,8,29,1.1,191
2022,12,16,8,30,1.7,193
2022,12,16,8,31,0.8,191
2022,12,16,8,32,1.7,189
2022,12,16,8,33,2.1,204
2022,12,16,8,34,1.7,188
2022,12,16,8,35,1,183
2022,12,16,8,36,0.9,184
2022,12,16,8,37,1.1,185
2022,12,16,8,38,0.1,200
2022,12,16,8,39,0.3,217
2022,12,16,8,40,1.3,219
2022,12,16,8,41,1.3,219
2022,12,16,8,42,1.3,218
2022,12,16,8,43,1.8,207
2022,12,16,8,44,1.9,213
2022,12,16,8,45,2.2,215
2022,12,16,8,46,1.5,250
2022,12,16,8,47,1,204
2022,12,16,8,48,1.5,217
2022,12,16,8,49,1.4,210
2022,12,16,8,50,0.8,209
2022,12,16,8,51,1.3,203
2022,12,16,8,52,1.5,216
2022,12,16,8,53,1.2,212
2022,12,16,8,54,1.4,213
2022,12,16,8,55,1.3,207
2022,12,16,8,56,1.9,232
2022,12,16,8,57,1.9,223
2022,12,16,8,58,1.8,216
2022,12,16,8,59,1.7,207
2022,12,16,9,0,1.7,212
2022,12,16,9,1,1.8,221
2022,12,16,9,2,1.7,275
2022,12,16,9,3,1.2,242
2022,12,16,9,4,1.8,236
2022,12,16,9,5,1.3,228
2022,12,16,9,6,1.3,207
2022,12,16,9,7,0.6,222
2022,12,16,9,8,0.9,235
2022,12,16,9,9,0.8,195
2022,12,16,9,10,0.9,188
2022,12,16,9,11,1.8,211
2022,12,16,9,12,1.7,205
2022,12,16,9,13,0.8,229
2022,12,16,9,14,0.6,232
2022,12,16,9,15,1.2,197
2022,12,16,9,16,0.8,214
2022,12,16,9,17,1,239
2022,12,16,9,18,1,210
2022,12,16,9,19,0.8,235
2022,12,16,9,20,0.9,213
2022,12,16,9,21,1.5,219
2022,12,16,9,22,1.2,210
2022,12,16,9,23,1.2,218
2022,12,16,9,24,0.5,203
2022,12,16,9,25,1.1,182
2022,12,16,9,26,1.4,192
2022,12,16,9,27,1.4,197
2022,12,16,9,28,1.9,194
2022,12,16,9,29,1.9,191
2022,12,16,9,30,1.7,177
2022,12,16,9,31,2.3,174
2022,12,16,9,32,2.1,169
2022,12,16,9,33,2.1,173
2022,12,16,9,34,3,176
2022,12,16,9,35,3.2,174
2022,12,16,9,36,2.7,181
2022,12,16,9,37,2.4,179
2022,12,16,9,38,2,172
2022,12,16,9,39,1.6,143
2022,12,16,9,40,1.2,153
2022,12,16,9,41,1.5,138
2022,12,16,9,42,0.9,99
2022,12,16,9,43,1.2,103
2022,12,16,9,44,0.9,88
2022,12,16,9,45,1.4,93
2022,12,16,9,46,0.3,98
2022,12,16,9,47,0.6,149
2022,12,16,9,48,1,192
2022,12,16,9,49,0.8,192
2022,12,16,9,50,0.3,209
2022,12,16,9,51,0.7,220
2022,12,16,9,52,1.3,172
2022,12,16,9,53,1.1,152
2022,12,16,9,54,0.9,151
2022,12,16,9,55,0.9,126
2022,12,16,9,56,1.2,113
2022,12,16,9,57,1.1,121
2022,12,16,9,58,0.3,139
2022,12,16,9,59,0,42
2022,12,16,10,0,0.4,215
2022,12,16,10,1,0.9,175
2022,12,16,10,2,1,159
2022,12,16,10,3,1,163
