Ev,Ho,Nap,Ora,Perc,Ws,Wd
2022,12,2,11,31,1.4,105
2022,12,2,11,32,2,110
2022,12,2,11,33,2.5,97
2022,12,2,11,34,2.4,93
2022,12,2,11,35,2.5,88
2022,12,2,11,36,1.6,93
2022,12,2,11,37,2,90
2022,12,2,11,38,1.4,98
2022,12,2,11,39,1.8,107
2022,12,2,11,40,2.2,97
2022,12,2,11,41,2,93
2022,12,2,11,42,1.5,116
2022,12,2,11,43,1.9,109
2022,12,2,11,44,1.6,81
2022,12,2,11,45,1,71
2022,12,2,11,46,1.7,89
2022,12,2,11,47,1.1,105
2022,12,2,11,48,1.8,108
2022,12,2,11,49,3.2,100
2022,12,2,11,50,3,101
2022,12,2,11,51,1.4,93
2022,12,2,11,52,1.6,68
2022,12,2,11,53,1.5,105
2022,12,2,11,54,2.7,108
2022,12,2,11,55,2.9,86
2022,12,2,11,56,1.6,77
2022,12,2,11,57,1.7,87
2022,12,2,11,58,2.2,103
2022,12,2,11,59,2,85
2022,12,2,12,0,1.6,84
2022,12,2,12,1,1.2,101
2022,12,2,12,2,1,114
2022,12,2,12,3,0.8,88
2022,12,2,12,4,0.8,100
2022,12,2,12,5,1.3,117
2022,12,2,12,6,1.4,122
2022,12,2,12,7,0.9,120
2022,12,2,12,8,1.6,73
2022,12,2,12,9,1.6,75
2022,12,2,12,10,2.4,93
2022,12,2,12,11,2.3,111
2022,12,2,12,12,1.7,83
2022,12,2,12,13,1.6,115
2022,12,2,12,14,2,112
2022,12,2,12,15,1.8,97
2022,12,2,12,16,1.5,93
2022,12,2,12,17,1.9,114
2022,12,2,12,18,1.3,109
2022,12,2,12,19,1.9,103
2022,12,2,12,20,2.1,103
2022,12,2,12,21,0.4,107
2022,12,2,12,22,1.4,141
2022,12,2,12,23,0.8,150
2022,12,2,12,24,1.2,125
2022,12,2,12,25,1.8,123
2022,12,2,12,26,1.7,106
2022,12,2,12,27,1,93
2022,12,2,12,28,1.2,99
2022,12,2,12,29,1.3,103
2022,12,2,12,30,1.8,88
2022,12,2,12,31,0.7,104
2022,12,2,12,32,1.5,130
2022,12,2,12,33,1,112
2022,12,2,12,34,1.2,125
2022,12,2,12,35,1.1,108
2022,12,2,12,36,1,97
2022,12,2,12,37,1.6,102
2022,12,2,12,38,1.8,114
2022,12,2,12,39,1,115
2022,12,2,12,40,1.6,123
2022,12,2,12,41,2.7,124
2022,12,2,12,42,2.7,120
2022,12,2,12,43,2.2,138
2022,12,2,12,44,2.1,108
2022,12,2,12,45,1.9,111
2022,12,2,12,46,1.5,99
2022,12,2,12,47,1.8,124
2022,12,2,12,48,2.2,130
2022,12,2,12,49,2,133
2022,12,2,12,50,1.5,123
2022,12,2,12,51,2.4,87
2022,12,2,12,52,1.7,
2022,12,2,12,53,2.3,120
2022,12,2,12,54,2.8,133
2022,12,2,12,55,1.6,125
2022,12,2,12,56,1.4,139
2022,12,2,12,57,1.1,119
2022,12,2,12,58,1.8,125
2022,12,2,12,59,0.9,128
2022,12,2,13,0,1.1,104
2022,12,2,13,1,1.4,137
2022,12,2,13,2,2.7,115
2022,12,2,13,3,3.1,114
2022,12,2,13,4,2.6,112
2022,12,2,13,5,1.8,91
2022,12,2,13,6,2.7,108
2022,12,2,13,7,2.3,101
2022,12,2,13,8,1.6,
2022,12,2,13,9,1.9,143
2022,12,2,13,10,1.9,106
2022,12,2,13,11,1,119
2022,12,2,13,12,1.1,97
2022,12,2,13,13,1.9,129
2022,12,2,13,14,2,125
2022,12,2,13,15,1.5,148
2022,12,2,13,16,1.3,130
2022,12,2,13,17,1.6,84
2022,12,2,13,18,2.6,115
2022,12,2,13,19,1.7,121
2022,12,2,13,20,2.6,104
2022,12,2,13,21,2.1,127
2022,12,2,13,22,1.8,123
2022,12,2,13,23,1.5,
2022,12,2,13,24,0.9,
2022,12,2,13,25,1.8,135
2022,12,2,13,26,2.3,145
2022,12,2,13,27,2.2,110
2022,12,2,13,28,1.8,130
2022,12,2,13,29,1.4,120
2022,12,2,13,30,3,127
2022,12,2,13,31,2.4,108
2022,12,2,13,32,2.2,129
2022,12,2,13,33,2.2,135
2022,12,2,13,34,1.9,143
2022,12,2,13,35,2.5,129
2022,12,2,13,36,1.7,111
2022,12,2,13,37,2.2,138
2022,12,2,13,38,1.1,92
2022,12,2,13,39,1.8,118
2022,12,2,13,40,2.2,126
2022,12,2,13,41,1.7,99
2022,12,2,13,42,2,109
2022,12,2,13,43,1.8,96
2022,12,2,13,44,0.9,117
2022,12,2,13,45,0.9,129
2022,12,2,13,46,1.3,143
2022,12,2,13,47,1.2,137
2022,12,2,13,48,1.4,145
2022,12,2,13,49,1.7,99
2022,12,2,13,50,1.5,130
2022,12,2,13,51,0.6,87
2022,12,2,13,52,1.9,104
2022,12,2,13,53,2.2,113
2022,12,2,13,54,2.4,140
2022,12,2,13,55,2.3,
2022,12,2,13,56,2.9,109
2022,12,2,13,57,2.1,121
2022,12,2,13,58,2,144
2022,12,2,13,59,2.3,134
2022,12,2,14,0,1.6,104
2022,12,2,14,1,1.5,113
2022,12,2,14,2,2.1,128
2022,12,2,14,3,1.2,119
2022,12,2,14,4,1,90
2022,12,2,14,5,1.6,119
2022,12,2,14,6,1.7,107
2022,12,2,14,7,1.7,142
2022,12,2,14,8,1.8,106
2022,12,2,14,9,1.8,124
2022,12,2,14,10,1.4,117
2022,12,2,14,11,1.4,135
2022,12,2,14,12,1.6,118
2022,12,2,14,13,1.8,117
2022,12,2,14,14,2.7,125
2022,12,2,14,15,1.6,113
2022,12,2,14,16,1,115
2022,12,2,14,17,1.6,135
2022,12,2,14,18,1.3,99
2022,12,2,14,19,1.8,120
2022,12,2,14,20,1.7,128
2022,12,2,14,21,1.5,112
2022,12,2,14,22,2.1,138
2022,12,2,14,23,1.1,129
2022,12,2,14,24,0.8,109
2022,12,2,14,25,0.4,153
2022,12,2,14,26,1.2,123
2022,12,2,14,27,1.4,132
2022,12,2,14,28,0.6,175
2022,12,2,14,29,0.7,174
2022,12,2,14,30,0.7,184
2022,12,2,14,31,1,143
2022,12,2,14,32,1.5,128
2022,12,2,14,33,2.1,130
2022,12,2,14,34,2.8,124
2022,12,2,14,35,1.9,108
2022,12,2,14,36,1.2,124
2022,12,2,14,37,1.1,168
2022,12,2,14,38,1.1,137
2022,12,2,14,39,0.5,120
2022,12,2,14,40,0.8,92
2022,12,2,14,41,0.8,108
2022,12,2,14,42,2.2,123
2022,12,2,14,43,1.6,120
2022,12,2,14,44,2.9,123
2022,12,2,14,45,2,141
2022,12,2,14,46,1.7,120
2022,12,2,14,47,1.5,113
2022,12,2,14,48,1.9,124
2022,12,2,14,49,1.8,129
2022,12,2,14,50,1,121
2022,12,2,14,51,1.3,134
2022,12,2,14,52,0.9,143
2022,12,2,14,53,0.2,197
2022,12,2,14,54,0.2,82
2022,12,2,14,55,0.1,102
2022,12,2,14,56,0.2,145
2022,12,2,14,57,0.1,175
2022,12,2,14,58,0.5,198
2022,12,2,14,59,0.3,171
2022,12,2,15,0,0.1,175
2022,12,2,15,1,0.2,150
2022,12,2,15,2,0.2,44
2022,12,2,15,3,0.2,164
2022,12,2,15,4,0.4,181
2022,12,2,15,5,0.1,111
2022,12,2,15,6,0.2,82
2022,12,2,15,7,0.7,85
2022,12,2,15,8,0.6,104
2022,12,2,15,9,0.9,128
2022,12,2,15,10,0.8,79
2022,12,2,15,11,0.9,112
2022,12,2,15,12,1.7,108
2022,12,2,15,13,1.6,116
2022,12,2,15,14,1.1,112
2022,12,2,15,15,0.8,102
2022,12,2,15,16,0.8,85
2022,12,2,15,17,0.8,73
2022,12,2,15,18,1,117
2022,12,2,15,19,0.8,101
2022,12,2,15,20,0.7,103
2022,12,2,15,21,0.4,150
2022,12,2,15,22,0.8,105
2022,12,2,15,23,1.5,135
2022,12,2,15,24,0.4,137
2022,12,2,15,25,0.3,63
2022,12,2,15,26,0.2,119
2022,12,2,15,27,0.6,92
2022,12,2,15,28,0.6,95
2022,12,2,15,29,0.9,94
2022,12,2,15,30,0.9,103
2022,12,2,15,31,1.3,120
2022,12,2,15,32,1.2,102
2022,12,2,15,33,1.2,108
2022,12,2,15,34,1.4,102
2022,12,2,15,35,1.3,81
2022,12,2,15,36,1.1,80
2022,12,2,15,37,1.6,91
2022,12,2,15,38,1.3,87
2022,12,2,15,39,1.5,109
2022,12,2,15,40,1.5,104
2022,12,2,15,41,1.2,109
2022,12,2,15,42,1.4,108
2022,12,2,15,43,1.1,127
2022,12,2,15,44,1,112
2022,12,2,15,45,0.8,115
2022,12,2,15,46,0.7,112
2022,12,2,15,47,0.6,123
2022,12,2,15,48,0.8,192
2022,12,2,15,49,1.1,181
2022,12,2,15,50,0.5,110
2022,12,2,15,51,0.6,153
2022,12,2,15,52,0.5,174
2022,12,2,15,53,0.8,162
2022,12,2,15,54,0.2,185
2022,12,2,15,55,0.5,193
2022,12,2,15,56,1.1,141
2022,12,2,15,57,0.6,144
2022,12,2,15,58,0.7,110
2022,12,2,15,59,0.4,150
2022,12,2,16,0,0,40
2022,12,2,16,1,0.3,68
2022,12,2,16,2,1,116
2022,12,2,16,3,1.2,119
2022,12,2,16,4,0.6,93
2022,12,2,16,5,0.4,108
2022,12,2,16,6,0.6,65
2022,12,2,16,7,1.1,72
2022,12,2,16,8,0.3,80
2022,12,2,16,9,0.1,71
2022,12,2,16,10,0.5,80
2022,12,2,16,11,0.9,102
2022,12,2,16,12,1,99
2022,12,2,16,13,1,113
2022,12,2,16,14,0.7,104
2022,12,2,16,15,0.3,97
2022,12,2,16,16,0,134
2022,12,2,16,17,0,
2022,12,2,16,18,0.3,141
2022,12,2,16,19,0.9,88
2022,12,2,16,20,0.7,120
2022,12,2,16,21,0.8,99
2022,12,2,16,22,1.4,93
2022,12,2,16,23,1,77
2022,12,2,16,24,0.6,92
2022,12,2,16,25,0.7,125
2022,12,2,16,26,0.8,153
2022,12,2,16,27,0.4,103
2022,12,2,16,28,0.7,93
2022,12,2,16,29,1.4,105
2022,12,2,16,30,1.5,111
2022,12,2,16,31,1.7,124
2022,12,2,16,32,1,145
2022,12,2,16,33,0.8,107
2022,12,2,16,34,0.9,111
2022,12,2,16,35,1.4,122
2022,12,2,16,36,1.1,95
2022,12,2,16,37,1.3,86
2022,12,2,16,38,1.1,107
2022,12,2,16,39,0.8,113
2022,12,2,16,40,1.2,138
2022,12,2,16,41,1.3,97
2022,12,2,16,42,1.5,108
2022,12,2,16,43,1.5,122
2022,12,2,16,44,1.2,111
2022,12,2,16,45,1.3,104
2022,12,2,16,46,1.2,100
2022,12,2,16,47,1,67
2022,12,2,16,48,0.7,89
2022,12,2,16,49,0.7,53
2022,12,2,16,50,0.9,
2022,12,2,16,51,1.2,56
2022,12,2,16,52,1.2,69
2022,12,2,16,53,1.2,90
2022,12,2,16,54,0.8,66
2022,12,2,16,55,0.5,67
2022,12,2,16,56,0.3,65
2022,12,2,16,57,0.7,67
2022,12,2,16,58,1.4,65
2022,12,2,16,59,1.1,77
2022,12,2,17,0,0.9,75
2022,12,2,17,1,1,73
2022,12,2,17,2,1.6,83
2022,12,2,17,3,1.4,87
2022,12,2,17,4,1,75
2022,12,2,17,5,0.8,71
2022,12,2,17,6,1,77
2022,12,2,17,7,0.7,71
2022,12,2,17,8,0.3,78
2022,12,2,17,9,0.4,98
2022,12,2,17,10,0.5,74
2022,12,2,17,11,0.9,101
2022,12,2,17,12,0.4,98
2022,12,2,17,13,0.4,95
2022,12,2,17,14,0.6,77
2022,12,2,17,15,1,95
2022,12,2,17,16,0.8,68
2022,12,2,17,17,1.3,106
2022,12,2,17,18,1.8,108
2022,12,2,17,19,1.8,102
2022,12,2,17,20,1.3,118
2022,12,2,17,21,0.5,119
2022,12,2,17,22,0.1,37
2022,12,2,17,23,0.2,22
2022,12,2,17,24,0.2,58
2022,12,2,17,25,0,
2022,12,2,17,26,0.3,55
2022,12,2,17,27,0.5,52
2022,12,2,17,28,1,56
2022,12,2,17,29,1.8,58
2022,12,2,17,30,1.6,63
2022,12,2,17,31,1.1,50
2022,12,2,17,32,0.8,60
2022,12,2,17,33,0.4,23
2022,12,2,17,34,0.5,62
2022,12,2,17,35,1.2,67
2022,12,2,17,36,0.9,82
2022,12,2,17,37,0.3,83
2022,12,2,17,38,0.1,73
2022,12,2,17,39,0.1,60
2022,12,2,17,40,0,73
2022,12,2,17,41,0.3,54
2022,12,2,17,42,0.5,
2022,12,2,17,43,1.1,76
2022,12,2,17,44,1,69
2022,12,2,17,45,0.8,68
2022,12,2,17,46,1.1,62
2022,12,2,17,47,1.5,73
2022,12,2,17,48,1.2,76
2022,12,2,17,49,0.7,84
2022,12,2,17,50,1,54
2022,12,2,17,51,0.7,79
2022,12,2,17,52,1.3,68
2022,12,2,17,53,1.2,68
2022,12,2,17,54,1.4,86
2022,12,2,17,55,1.3,96
2022,12,2,17,56,1.4,120
2022,12,2,17,57,1,80
2022,12,2,17,58,1.2,94
2022,12,2,17,59,1.1,85
2022,12,2,18,0,1,91
2022,12,2,18,1,1.3,85
2022,12,2,18,2,0.9,104
2022,12,2,18,3,0.5,105
2022,12,2,18,4,1.3,46
2022,12,2,18,5,1,69
2022,12,2,18,6,1.3,67
2022,12,2,18,7,1.4,72
2022,12,2,18,8,1.4,57
2022,12,2,18,9,0.7,56
2022,12,2,18,10,0.6,90
2022,12,2,18,11,1,63
2022,12,2,18,12,0.7,74
2022,12,2,18,13,0.8,71
2022,12,2,18,14,1,83
2022,12,2,18,15,0.7,63
2022,12,2,18,16,0.8,64
2022,12,2,18,17,1.3,66
2022,12,2,18,18,1.2,49
2022,12,2,18,19,0.7,54
2022,12,2,18,20,0,
2022,12,2,18,21,0.5,60
2022,12,2,18,22,0.4,77
2022,12,2,18,23,0.6,96
2022,12,2,18,24,0.4,103
2022,12,2,18,25,0.6,125
2022,12,2,18,26,0.3,152
2022,12,2,18,27,0.6,83
2022,12,2,18,28,0.4,80
2022,12,2,18,29,0.9,92
2022,12,2,18,30,0.6,79
2022,12,2,18,31,0.8,104
2022,12,2,18,32,0.5,102
2022,12,2,18,33,0.5,141
2022,12,2,18,34,0.4,105
2022,12,2,18,35,0.6,72
2022,12,2,18,36,0.7,87
2022,12,2,18,37,0.6,119
2022,12,2,18,38,0.6,117
2022,12,2,18,39,0.4,126
2022,12,2,18,40,0.3,108
2022,12,2,18,41,0.5,111
2022,12,2,18,42,0.1,97
2022,12,2,18,43,0.4,138
2022,12,2,18,44,0.1,119
2022,12,2,18,45,0.2,110
2022,12,2,18,46,1,115
2022,12,2,18,47,0.9,128
2022,12,2,18,48,1.1,120
2022,12,2,18,49,1,112
2022,12,2,18,50,1.1,77
2022,12,2,18,51,1.8,98
2022,12,2,18,52,2.1,114
2022,12,2,18,53,1.1,127
2022,12,2,18,54,1.1,105
2022,12,2,18,55,0.9,115
2022,12,2,18,56,1,121
2022,12,2,18,57,0.9,165
2022,12,2,18,58,1.5,91
2022,12,2,18,59,1.7,109
2022,12,2,19,0,0.6,161
2022,12,2,19,1,0.6,145
2022,12,2,19,2,0.9,115
2022,12,2,19,3,1.6,132
2022,12,2,19,4,0.8,170
2022,12,2,19,5,0.9,187
2022,12,2,19,6,0.8,176
2022,12,2,19,7,1.4,162
2022,12,2,19,8,1.6,172
2022,12,2,19,9,1.7,186
2022,12,2,19,10,1.6,191
2022,12,2,19,11,1.5,175
2022,12,2,19,12,1.7,184
2022,12,2,19,13,1.6,182
2022,12,2,19,14,0.8,146
2022,12,2,19,15,0.6,161
2022,12,2,19,16,0.2,165
2022,12,2,19,17,0,75
2022,12,2,19,18,0.7,112
2022,12,2,19,19,1,119
2022,12,2,19,20,0.9,115
2022,12,2,19,21,0.2,142
2022,12,2,19,22,0.3,110
2022,12,2,19,23,0.5,125
2022,12,2,19,24,0.3,82
2022,12,2,19,25,1.5,98
2022,12,2,19,26,1,113
2022,12,2,19,27,1.5,113
2022,12,2,19,28,1.6,102
2022,12,2,19,29,1.2,109
2022,12,2,19,30,2.1,113
2022,12,2,19,31,1.9,92
2022,12,2,19,32,1.5,96
2022,12,2,19,33,0.5,109
2022,12,2,19,34,0.7,99
2022,12,2,19,35,0.9,94
2022,12,2,19,36,0.8,99
2022,12,2,19,37,0,101
2022,12,2,19,38,0.5,96
2022,12,2,19,39,1.2,132
2022,12,2,19,40,1.2,131
2022,12,2,19,41,1.2,114
2022,12,2,19,42,1.7,116
2022,12,2,19,43,1.6,79
2022,12,2,19,44,1.2,63
2022,12,2,19,45,1.9,62
2022,12,2,19,46,1.2,66
2022,12,2,19,47,1.3,78
2022,12,2,19,48,1.5,88
2022,12,2,19,49,1.2,93
2022,12,2,19,50,1,71
2022,12,2,19,51,0.3,78
2022,12,2,19,52,0.1,97
2022,12,2,19,53,1,102
2022,12,2,19,54,1.6,115
2022,12,2,19,55,2,91
2022,12,2,19,56,1.4,75
2022,12,2,19,57,1,84
2022,12,2,19,58,0.1,108
2022,12,2,19,59,0.5,100
2022,12,2,20,0,1.6,123
2022,12,2,20,1,1.3,119
2022,12,2,20,2,1.2,148
2022,12,2,20,3,0.8,133
2022,12,2,20,4,1.1,96
2022,12,2,20,5,1.3,96
2022,12,2,20,6,0.9,95
2022,12,2,20,7,1.1,125
2022,12,2,20,8,0.4,128
2022,12,2,20,9,0.1,89
2022,12,2,20,10,0.3,82
2022,12,2,20,11,0.5,135
2022,12,2,20,12,1.1,
2022,12,2,20,13,1.1,108
2022,12,2,20,14,0.6,112
2022,12,2,20,15,0.8,99
2022,12,2,20,16,1.1,93
2022,12,2,20,17,1,117
2022,12,2,20,18,0.4,130
2022,12,2,20,19,0.4,150
2022,12,2,20,20,0.6,147
2022,12,2,20,21,0.8,134
2022,12,2,20,22,1.2,121
2022,12,2,20,23,1,105
2022,12,2,20,24,0.9,100
2022,12,2,20,25,0,106
2022,12,2,20,26,0,169
2022,12,2,20,27,0.3,190
2022,12,2,20,28,0.6,179
2022,12,2,20,29,0.7,186
2022,12,2,20,30,0.3,190
2022,12,2,20,31,1,
2022,12,2,20,32,1.1,185
2022,12,2,20,33,1.5,169
2022,12,2,20,34,1.2,150
2022,12,2,20,35,1,159
2022,12,2,20,36,1.1,163
2022,12,2,20,37,0.9,179
2022,12,2,20,38,1.3,172
2022,12,2,20,39,1.1,180
2022,12,2,20,40,0.8,174
2022,12,2,20,41,0.7,172
2022,12,2,20,42,0.5,202
2022,12,2,20,43,0.3,183
2022,12,2,20,44,0,180
2022,12,2,20,45,0,82
2022,12,2,20,46,0.2,53
2022,12,2,20,47,0.1,68
2022,12,2,20,48,0.1,62
2022,12,2,20,49,0.5,86
2022,12,2,20,50,0.5,82
2022,12,2,20,51,0.6,115
2022,12,2,20,52,1,111
2022,12,2,20,53,1.1,106
2022,12,2,20,54,1.6,106
2022,12,2,20,55,1.7,103
2022,12,2,20,56,1,141
2022,12,2,20,57,1,154
2022,12,2,20,58,0.8,101
2022,12,2,20,59,1.1,120
2022,12,2,21,0,0.9,125
2022,12,2,21,1,0.4,148
2022,12,2,21,2,1.6,122
2022,12,2,21,3,1.5,156
2022,12,2,21,4,0.8,195
2022,12,2,21,5,0.6,138
2022,12,2,21,6,1,100
2022,12,2,21,7,1,133
2022,12,2,21,8,0.5,115
2022,12,2,21,9,0.5,64
2022,12,2,21,10,0.4,60
2022,12,2,21,11,0.2,104
2022,12,2,21,12,0.5,107
2022,12,2,21,13,1.2,110
2022,12,2,21,14,1.1,103
2022,12,2,21,15,1.3,132
2022,12,2,21,16,1,120
2022,12,2,21,17,0.8,99
2022,12,2,21,18,0.9,141
2022,12,2,21,19,1.3,131
2022,12,2,21,20,0.7,121
2022,12,2,21,21,0.7,160
2022,12,2,21,22,0.7,182
2022,12,2,21,23,0.8,163
2022,12,2,21,24,0.8,174
2022,12,2,21,25,0.4,
2022,12,2,21,26,0.2,86
2022,12,2,21,27,1.5,86
2022,12,2,21,28,1.9,104
2022,12,2,21,29,2,107
2022,12,2,21,30,1.6,104
2022,12,2,21,31,1.6,118
2022,12,2,21,32,0.5,139
2022,12,2,21,33,1.1,133
2022,12,2,21,34,1.2,111
2022,12,2,21,35,1.3,111
2022,12,2,21,36,1,105
2022,12,2,21,37,0.8,51
2022,12,2,21,38,1,87
2022,12,2,21,39,1.3,77
2022,12,2,21,40,1.4,84
2022,12,2,21,41,1.2,79
2022,12,2,21,42,1.4,67
2022,12,2,21,43,1,90
2022,12,2,21,44,0.7,81
2022,12,2,21,45,0.4,99
2022,12,2,21,46,1.4,116
2022,12,2,21,47,1.2,
2022,12,2,21,48,1.8,103
2022,12,2,21,49,1.8,97
2022,12,2,21,50,2.6,106
2022,12,2,21,51,2.4,104
2022,12,2,21,52,2.4,111
2022,12,2,21,53,2.5,115
2022,12,2,21,54,1.5,104
2022,12,2,21,55,1.4,117
2022,12,2,21,56,1.3,56
2022,12,2,21,57,2.1,64
2022,12,2,21,58,1.2,88
2022,12,2,21,59,1.9,95
2022,12,2,22,0,1.6,90
2022,12,2,22,1,1,107
2022,12,2,22,2,0.4,109
2022,12,2,22,3,1.4,46
2022,12,2,22,4,1.5,60
2022,12,2,22,5,1.2,65
2022,12,2,22,6,2,68
2022,12,2,22,7,1.5,75
2022,12,2,22,8,1.7,86
2022,12,2,22,9,2,108
2022,12,2,22,10,2.4,95
2022,12,2,22,11,1.2,94
2022,12,2,22,12,1.5,82
2022,12,2,22,13,0.7,95
2022,12,2,22,14,1,87
2022,12,2,22,15,0.7,70
2022,12,2,22,16,0.6,107
2022,12,2,22,17,1.6,73
2022,12,2,22,18,1.8,99
2022,12,2,22,19,1.3,74
2022,12,2,22,20,1.4,67
2022,12,2,22,21,2,50
2022,12,2,22,22,1.6,73
2022,12,2,22,23,1.2,93
2022,12,2,22,24,1.7,70
2022,12,2,22,25,1.7,88
2022,12,2,22,26,2.4,89
2022,12,2,22,27,1.4,87
2022,12,2,22,28,0.6,50
2022,12,2,22,29,0.3,71
2022,12,2,22,30,0.7,87
2022,12,2,22,31,1,42
2022,12,2,22,32,1.3,54
2022,12,2,22,33,1.5,74
2022,12,2,22,34,1.7,67
2022,12,2,22,35,1.1,76
2022,12,2,22,36,1,62
2022,12,2,22,37,1.8,52
2022,12,2,22,38,1.4,72
2022,12,2,22,39,1.6,45
2022,12,2,22,40,1.8,43
2022,12,2,22,41,1.7,76
2022,12,2,22,42,1.3,98
2022,12,2,22,43,2.2,106
2022,12,2,22,44,1.5,89
2022,12,2,22,45,1.6,86
2022,12,2,22,46,1.8,92
2022,12,2,22,47,1,61
2022,12,2,22,48,0.7,48
2022,12,2,22,49,1.3,56
2022,12,2,22,50,1.1,56
2022,12,2,22,51,1,71
2022,12,2,22,52,1.4,87
2022,12,2,22,53,1.3,106
2022,12,2,22,54,0.7,58
2022,12,2,22,55,0.9,89
2022,12,2,22,56,1.3,78
2022,12,2,22,57,0.3,78
2022,12,2,22,58,0.7,64
2022,12,2,22,59,1,62
2022,12,2,23,0,1.5,97
2022,12,2,23,1,1.8,50
2022,12,2,23,2,1.2,59
2022,12,2,23,3,1.4,84
2022,12,2,23,4,1.6,74
2022,12,2,23,5,1.1,95
2022,12,2,23,6,2.2,89
2022,12,2,23,7,1.8,94
2022,12,2,23,8,2.2,115
2022,12,2,23,9,2.1,110
2022,12,2,23,10,1.9,97
2022,12,2,23,11,1.1,93
2022,12,2,23,12,1.2,115
2022,12,2,23,13,2.3,115
2022,12,2,23,14,1.6,98
2022,12,2,23,15,0.8,79
2022,12,2,23,16,1,95
2022,12,2,23,17,0.9,121
2022,12,2,23,18,0.9,77
2022,12,2,23,19,1.3,72
2022,12,2,23,20,1.2,117
2022,12,2,23,21,1.3,125
2022,12,2,23,22,1.1,85
2022,12,2,23,23,0.9,56
2022,12,2,23,24,1.1,97
2022,12,2,23,25,1.2,112
2022,12,2,23,26,0.8,113
2022,12,2,23,27,1.9,112
2022,12,2,23,28,2.4,116
2022,12,2,23,29,1.3,101
2022,12,2,23,30,0.6,56
2022,12,2,23,31,0.7,82
2022,12,2,23,32,0.8,122
2022,12,2,23,33,1,74
2022,12,2,23,34,1.7,97
2022,12,2,23,35,2,96
2022,12,2,23,36,2,91
2022,12,2,23,37,2,85
2022,12,2,23,38,2.4,91
2022,12,2,23,39,2.5,70
2022,12,2,23,40,0.9,73
2022,12,2,23,41,1.3,84
2022,12,2,23,42,1.4,64
2022,12,2,23,43,1.3,72
2022,12,2,23,44,1.4,77
2022,12,2,23,45,1.4,106
2022,12,2,23,46,1.4,111
2022,12,2,23,47,2,88
2022,12,2,23,48,0.7,64
2022,12,2,23,49,0.5,67
2022,12,2,23,50,1,110
2022,12,2,23,51,1.6,117
2022,12,2,23,52,2.3,110
2022,12,2,23,53,1.8,87
2022,12,2,23,54,2,106
2022,12,2,23,55,2.6,115
2022,12,2,23,56,2.3,122
2022,12,2,23,57,1.1,87
2022,12,2,23,58,2.2,112
2022,12,2,23,59,2.1,110
2022,12,3,0,0,1.6,107
2022,12,3,0,1,2.6,106
2022,12,3,0,2,2.1,110
2022,12,3,0,3,1.7,114
2022,12,3,0,4,1.1,100
2022,12,3,0,5,1.2,113
2022,12,3,0,6,0.8,80
2022,12,3,0,7,1.4,97
2022,12,3,0,8,2.3,100
2022,12,3,0,9,2.3,91
2022,12,3,0,10,1.8,83
2022,12,3,0,11,2,92
2022,12,3,0,12,2.1,108
2022,12,3,0,13,2.7,108
2022,12,3,0,14,2.3,100
2022,12,3,0,15,2,101
2022,12,3,0,16,2.6,83
2022,12,3,0,17,1.6,71
2022,12,3,0,18,0.8,120
2022,12,3,0,19,0.6,76
2022,12,3,0,20,1.6,85
2022,12,3,0,21,3.7,93
2022,12,3,0,22,2.4,94
2022,12,3,0,23,2.7,95
2022,12,3,0,24,2.2,79
2022,12,3,0,25,2.4,69
2022,12,3,0,26,2.2,84
2022,12,3,0,27,1.7,69
2022,12,3,0,28,1.1,110
2022,12,3,0,29,1.5,90
2022,12,3,0,30,0.9,
2022,12,3,0,31,2.1,89
2022,12,3,0,32,2.6,97
2022,12,3,0,33,2.6,79
2022,12,3,0,34,2.3,75
2022,12,3,0,35,2.2,87
2022,12,3,0,36,1.7,69
2022,12,3,0,37,2,94
2022,12,3,0,38,2.1,77
2022,12,3,0,39,2.1,92
2022,12,3,0,40,2.6,79
2022,12,3,0,41,2.3,90
2022,12,3,0,42,2.1,69
2022,12,3,0,43,2.4,83
2022,12,3,0,44,2,107
2022,12,3,0,45,0.8,80
2022,12,3,0,46,0.7,86
2022,12,3,0,47,0.9,77
2022,12,3,0,48,1.4,76
2022,12,3,0,49,2.3,91
2022,12,3,0,50,2,96
2022,12,3,0,51,1.7,75
2022,12,3,0,52,1.4,97
2022,12,3,0,53,1.2,74
2022,12,3,0,54,1.8,93
2022,12,3,0,55,1.8,68
2022,12,3,0,56,2.3,80
2022,12,3,0,57,1.4,68
2022,12,3,0,58,2.3,88
2022,12,3,0,59,1.8,99
2022,12,3,1,0,2.7,88
2022,12,3,1,1,1.3,90
2022,12,3,1,2,1.9,100
2022,12,3,1,3,1.9,66
2022,12,3,1,4,1.8,79
2022,12,3,1,5,1.5,69
2022,12,3,1,6,1.5,67
2022,12,3,1,7,1.1,66
2022,12,3,1,8,1.3,71
2022,12,3,1,9,1.4,87
2022,12,3,1,10,1.1,62
2022,12,3,1,11,1.1,83
2022,12,3,1,12,0.8,46
2022,12,3,1,13,1.7,69
2022,12,3,1,14,1.4,55
2022,12,3,1,15,2.1,88
2022,12,3,1,16,2.4,76
2022,12,3,1,17,1,65
2022,12,3,1,18,0.9,45
2022,12,3,1,19,0.5,73
2022,12,3,1,20,0.4,74
2022,12,3,1,21,0.8,66
2022,12,3,1,22,1.3,46
2022,12,3,1,23,1.5,71
2022,12,3,1,24,1.9,63
