151.5403,-24.0458
151.5314,-24.0585
151.5380,-24.0863
151.5655,-24.0968
151.6141,-24.0528
151.6161,-23.9983
151.6398,-23.9774
151.6839,-23.9889
151.7880,-24.0989
151.8808,-24.1811
151.9061,-24.1944
151.9334,-24.2179
151.9444,-24.2356
151.9812,-24.3372
151.9877,-24.3650
152.0014,-24.4074
152.0100,-24.4264
152.0247,-24.4539
152.0525,-24.5036
152.1318,-24.6082
152.2036,-24.6672
152.2772,-24.7100
152.3116,-24.7269
152.3454,-24.7376
152.3901,-24.7446
152.4183,-24.7603
152.4455,-24.7846
152.4680,-24.8122
152.4876,-24.8421
152.4977,-24.8774
152.4969,-24.9117
152.4936,-24.9358
152.4976,-24.9726
152.5078,-24.9978
152.5261,-25.0356
152.5611,-25.0875
152.6715,-25.2451
152.7225,-25.2611
152.8090,-25.2826
152.8541,-25.2822
152.9078,-25.2889
152.9466,-25.4364
152.9343,-25.5247
152.8933,-25.5624
152.8986,-25.6792
152.9205,-25.7354
152.9535,-25.7642
152.9840,-25.7718
153.0230,-25.8368
153.0379,-25.8906
153.0647,-25.9006
153.0997,-25.9097
153.1819,-25.9494
153.1855,-25.9733
153.1375,-26.0678
153.1005,-26.1792
153.0905,-26.2183
153.0721,-26.3085
153.0762,-26.3476
153.0903,-26.3733
153.1041,-26.5064
153.1152,-26.6694
153.1311,-26.6842
153.1430,-26.7300
153.1558,-26.9553
153.1572,-27.0828
153.0957,-27.1004
153.0705,-27.1199
153.0558,-27.1378
153.0400,-27.1650
153.0346,-27.1767
153.0648,-27.3133
153.0902,-27.3333
153.1747,-27.3889
153.2561,-27.4797
153.2683,-27.5025
153.3047,-27.6050
153.3122,-27.6461
153.3187,-27.6712
153.3774,-27.7528
153.4033,-27.7772
153.4327,-27.8483
153.4239,-27.9137
153.4102,-27.9819
153.4502,-28.0749
153.4602,-28.0928
153.4891,-28.1392
153.5060,-28.1501
153.5263,-28.1767
153.5557,-28.1831
153.5776,-28.2079
153.5915,-28.2739
153.5844,-28.3621
153.5769,-28.4069
153.5694,-28.4375
153.5622,-28.4594
153.5597,-28.4917
153.5627,-28.5300
153.5707,-28.5839
153.5784,-28.6056
153.5914,-28.6218
153.6069,-28.6350
153.6242,-28.6610
153.6060,-28.8622
153.5791,-28.8974
153.5619,-28.9128
153.5327,-28.9353
153.5186,-28.9503
153.4919,-28.9825
153.4759,-29.0024
153.4480,-29.0438
153.4341,-29.0756
153.3561,-29.2719
153.3452,-29.3004
153.3376,-29.3283
153.3413,-29.3565
153.3596,-29.3781
153.3655,-29.3983
153.3466,-29.5292
153.2922,-29.7814
153.2539,-29.9525
153.2050,-30.1147
153.1703,-30.2050
153.1380,-30.2589
153.0326,-30.5140
153.0186,-30.5686
153.0133,-30.6092
153.0052,-30.7208
153.0037,-30.7844
153.0039,-30.8136
153.0056,-30.8353
153.0216,-30.8839
153.0571,-30.8876
153.0750,-30.9486
153.0525,-31.0350
152.9730,-31.2433
152.9541,-31.3594
152.8864,-31.5392
152.8616,-31.6067
152.8488,-31.6567
152.8283,-31.7044
152.7603,-31.8106
152.6844,-31.8900
152.6647,-31.9075
152.6500,-31.9225
152.6247,-31.9489
152.5936,-31.9842
152.5575,-32.0292
152.5119,-32.1310
152.5414,-32.2636
152.5297,-32.4036
152.3969,-32.5008
152.3772,-32.5114
152.3558,-32.5283
152.3278,-32.5528
152.2808,-32.6014
152.2274,-32.6314
152.1274,-32.6822
152.1194,-32.7253
152.1447,-32.7706
151.9966,-32.8131
151.9528,-32.8271
151.8376,-32.8722
151.8121,-32.8888
151.6690,-33.0700
151.6305,-33.1644
151.5938,-33.2347
151.5741,-33.2672
151.5524,-33.2824
151.5287,-33.2768
151.5019,-33.2853
151.4546,-33.3168
151.4447,-33.3622
151.4674,-33.3751
151.4868,-33.3935
151.4547,-33.5007
151.3402,-33.6286
151.2969,-33.8975
151.2728,-33.9694
151.2366,-33.9927
151.1783,-33.9875
151.0997,-34.0138
151.1550,-34.0257
151.1953,-34.0568
151.1141,-34.1664
151.0851,-34.1800
151.0639,-34.1925
151.0238,-34.2219
150.9763,-34.2775
150.9600,-34.2983
150.9341,-34.3317
150.8405,-34.5583
150.8752,-34.5842
150.8813,-34.5992
150.8736,-34.6611
150.8313,-34.7860
150.8009,-34.7963
150.7825,-34.8047
150.7669,-34.8196
150.7561,-34.8378
150.7469,-34.8775
150.7819,-34.9617
150.8520,-35.0216
150.8368,-35.0884
150.8097,-35.1076
150.7769,-35.0784
150.7894,-35.0583
150.7754,-35.0120
150.7486,-35.0099
150.6852,-35.0422
150.6775,-35.0758
150.7033,-35.1269
150.6475,-35.1786
150.6172,-35.1883
150.5566,-35.2125
150.5403,-35.2267
150.4858,-35.3108
150.4802,-35.3532
150.4066,-35.5278
150.3558,-35.5950
150.2753,-35.7358
150.1625,-35.9406
150.1375,-36.1117
150.1442,-36.2581
150.1356,-36.3281
150.0984,-36.3606
150.0772,-36.3889
150.0658,-36.4278
150.0516,-36.5017
150.0233,-36.6281
149.9797,-36.7610
149.9664,-36.7947
149.9386,-36.8572
149.9025,-36.9233
149.9066,-37.0692
149.9467,-37.1166
150.0065,-37.1618
150.0197,-37.2314
150.0191,-37.2645
149.9898,-37.2568
149.9479,-37.2819
149.9494,-37.3983
149.9562,-37.4293
149.9765,-37.4737
149.9795,-37.5011
149.9778,-37.5127
149.9716,-37.5222
149.8994,-37.5521
149.8236,-37.5583
149.7855,-37.5604
149.7466,-37.5989
149.6728,-37.6964
149.5786,-37.7356
149.5628,-37.7372
149.5052,-37.7586
149.4572,-37.7833
149.3094,-37.7953
149.2547,-37.7936
149.0803,-37.7928
148.8262,-37.7978
148.7748,-37.8057
148.7531,-37.8119
148.6586,-37.8167
148.4938,-37.8117
148.3091,-37.8217
148.2814,-37.8261
148.2069,-37.8397
147.9640,-37.9024
147.9369,-37.9111
147.8463,-37.9453
147.7592,-37.9825
147.7341,-37.9964
147.6547,-38.0425
147.5877,-38.0831
147.5411,-38.1133
147.4297,-38.1947
147.3725,-38.2381
147.2130,-38.3631
147.1856,-38.3883
147.1144,-38.4547
146.9881,-38.5696
146.9694,-38.5853
146.8736,-38.6517
146.8357,-38.6601
146.6498,-38.6737
146.5016,-38.7006
146.4311,-38.7172
146.3527,-38.6978
146.2611,-38.7022
146.2369,-38.7061
146.2193,-38.7160
146.1847,-38.7574
146.2965,-38.9166
146.4121,-38.8531
146.4191,-38.8253
146.4330,-38.7926
146.4693,-38.8056
146.4837,-39.0763
146.4251,-39.1347
146.4075,-39.1444
146.3941,-39.1472
146.3855,-39.1467
146.3469,-39.1300
146.3195,-39.0976
146.2686,-38.9819
146.2471,-38.9489
146.2266,-38.9217
146.2091,-38.9019
146.1930,-38.8869
146.1658,-38.8628
146.1423,-38.8460
146.1207,-38.8356
146.0891,-38.8253
146.0652,-38.8200
146.0383,-38.8213
146.0161,-38.8322
146.0027,-38.8634
145.9044,-38.8569
145.8236,-38.7286
145.8344,-38.7047
145.8430,-38.7053
145.8475,-38.6986
145.8161,-38.6523
145.7847,-38.6436
145.7536,-38.6397
145.7279,-38.6414
145.6819,-38.6619
145.6585,-38.6772
145.6075,-38.6836
145.5662,-38.6651
145.4161,-38.5458
145.4164,-38.5236
145.4322,-38.4522
145.4955,-38.4300
145.5203,-38.4231
145.5553,-38.3743
145.4855,-38.2482
145.4443,-38.2269
145.2555,-38.2376
145.2130,-38.3492
145.0304,-38.4974
144.9417,-38.5108
144.9014,-38.5058
144.7611,-38.3778
144.7904,-38.3769
144.8139,-38.3831
144.8389,-38.3839
144.8804,-38.3778
144.9108,-38.3697
144.9411,-38.3608
144.9850,-38.3405
145.1191,-38.1676
145.1313,-38.1370
145.1147,-38.0703
145.0993,-38.0431
144.9755,-37.8919
144.9483,-37.8757
144.9177,-37.8685
144.8247,-37.9025
144.7469,-37.9628
144.6912,-38.0039
144.6611,-38.0233
144.5269,-38.1011
144.3859,-38.1131
144.3686,-38.1265
144.3629,-38.1458
144.3745,-38.1628
144.3962,-38.1703
144.5130,-38.1815
144.5471,-38.1761
144.5908,-38.1606
144.6100,-38.1494
144.6371,-38.1340
144.6793,-38.1361
144.7063,-38.1492
144.7212,-38.1781
144.7105,-38.2225
144.6589,-38.2850
144.6339,-38.2997
144.5995,-38.2978
144.5704,-38.2851
144.5486,-38.2838
144.3951,-38.3096
144.3633,-38.3244
144.0616,-38.4846
143.9988,-38.5372
143.9057,-38.6426
143.8423,-38.6965
143.7694,-38.7142
143.7319,-38.7203
143.6952,-38.7403
143.6839,-38.7539
143.6732,-38.7840
143.5430,-38.8592
143.5055,-38.8512
143.4841,-38.8350
143.4439,-38.7944
143.3875,-38.7683
143.3389,-38.7578
143.1800,-38.7161
143.1332,-38.6785
143.0963,-38.6589
143.0482,-38.6371
143.0176,-38.6290
142.9716,-38.6293
142.8600,-38.5983
142.8033,-38.5760
142.7589,-38.5456
142.7416,-38.5317
